"Population","Year","Mean","sd","lower 95% CI","Median","Upper 95%CI"
"Grays_Chinook",2010,2109,956,908,1903,4444
"Elochoman_Skamokawa",2010,2572,799,1388,2441,4538
"Abernathy",2010,75,16,47,73,110
"Abernathy_Above AFTC",2010,37,18,14,34,80
"Mill",2010,36,24,9,31,100
"Germany",2010,29,21,7,24,82
"Coal",2010,23,24,4,18,77
"Upper Cowlitz and Cispus",2010,19300,278,18723,19308,19824
"Tilton",2010,2042,144,1737,2048,2303
"Lower Cowlitz",2010,321,264,37,247,1009
"Delameter_Above Weir",2010,21,45,0,7,130
"Lacamas_Above Weir",2010,1371,7726,5,208,8310
"Olequa_Above Weir",2010,209,202,23,152,744
"Ostrander_Above Weir",2010,63,115,2,30,325
"Green",2010,1968,397,1322,1922,2869
"Upper NF Toutle",2010,0,0,0,0,1
"NF_MS Toutle",2010,584,1345,14,238,3233
"SF Toutle",2010,546,229,234,503,1112
"Coweeman",2010,419,170,167,392,834
"Kalama",2010,2226,2211,451,1596,7632
"Lower Lewis",2010,130,148,12,86,518
"Upper NF Lewis",2010,0,0,0,0,0
"Cedar",2010,694,74,556,690,850
"EF Lewis",2010,517,298,147,449,1274
"Salmon Creek",2010,359,868,4,109,2218
"Washougal",2010,525,250,194,475,1129
"Lower Gorge",2010,218,108,83,196,500
"Duncan_Above Weir",2010,2,2,0,1,7
"Grays_Chinook",2011,5214,2479,2106,4664,11256
"Elochoman_Skamokawa",2011,1054,350,514,1007,1887
"Abernathy",2011,62,14,38,61,93
"Abernathy_Above AFTC",2011,43,19,17,39,91
"Mill",2011,37,23,10,31,96
"Germany",2011,33,22,9,27,87
"Coal",2011,29,32,4,20,110
"Upper Cowlitz and Cispus",2011,11781,251,11259,11791,12250
"Tilton",2011,4358,222,3900,4371,4766
"Lower Cowlitz",2011,238,245,23,162,866
"Delameter_Above Weir",2011,7,12,0,3,40
"Lacamas_Above Weir",2011,599,2294,4,128,3716
"Olequa_Above Weir",2011,79,92,5,49,345
"Ostrander_Above Weir",2011,23,50,0,9,136
"Green",2011,121,78,26,104,324
"Upper NF Toutle",2011,0,0,0,0,0
"NF_MS Toutle",2011,307,390,23,189,1248
"SF Toutle",2011,239,178,40,191,716
"Coweeman",2011,220,109,67,201,488
"Kalama",2011,526,555,88,371,1990
"Lower Lewis",2011,152,114,37,124,432
"Upper NF Lewis",2011,0,0,0,0,0
"Cedar",2011,308,24,263,307,360
"EF Lewis",2011,116,88,19,93,352
"Salmon Creek",2011,97,137,3,49,472
"Washougal",2011,71,56,12,56,214
"Lower Gorge",2011,83,69,13,64,261
"Duncan_Above Weir",2011,2,2,0,2,6
"Grays_Chinook",2012,411,230,119,359,974
"Elochoman_Skamokawa",2012,269,156,72,238,662
"Abernathy",2012,8,4,3,8,17
"Abernathy_Above AFTC",2012,6,3,2,5,13
"Mill",2012,4,3,1,4,11
"Germany",2012,4,3,1,3,11
"Coal",2012,4,7,0,3,20
"Upper Cowlitz and Cispus",2012,2213,67,2073,2215,2336
"Tilton",2012,3599,200,3170,3607,3962
"Lower Cowlitz",2012,746,1396,51,429,3233
"Delameter_Above Weir",2012,6,11,0,3,35
"Lacamas_Above Weir",2012,408,992,9,142,2310
"Olequa_Above Weir",2012,39,57,2,21,175
"Ostrander_Above Weir",2012,11,22,0,5,64
"Green",2012,150,83,38,132,357
"Upper NF Toutle",2012,0,0,0,0,0
"NF_MS Toutle",2012,283,248,41,218,885
"SF Toutle",2012,327,203,77,280,843
"Coweeman",2012,199,148,37,161,581
"Kalama",2012,278,171,86,237,728
"Lower Lewis",2012,63,59,9,47,206
"Upper NF Lewis",2012,132,12,111,132,156
"Cedar",2012,108,57,29,97,247
"EF Lewis",2012,282,186,57,240,749
"Salmon Creek",2012,76,83,5,49,303
"Washougal",2012,74,48,16,64,197
"Lower Gorge",2012,106,72,23,89,297
"Duncan_Above Weir",2012,11,7,2,9,30
"Grays_Chinook",2013,1611,446,946,1539,2714
"Elochoman_Skamokawa",2013,613,229,275,579,1158
"Abernathy",2013,37,15,14,35,70
"Abernathy_Above AFTC",2013,22,9,9,21,42
"Mill",2013,13,6,5,12,27
"Germany",2013,15,6,6,14,30
"Coal",2013,19,34,1,11,76
"Upper Cowlitz and Cispus",2013,5805,276,5224,5826,6291
"Tilton",2013,3754,239,3255,3766,4190
"Lower Cowlitz",2013,1438,588,617,1331,2876
"Delameter_Above Weir",2013,5,4,0,3,16
"Lacamas_Above Weir",2013,242,199,47,187,765
"Olequa_Above Weir",2013,20,16,3,16,61
"Ostrander_Above Weir",2013,4,4,0,3,15
"Green",2013,226,113,66,206,496
"Upper NF Toutle",2013,0,0,0,0,1
"NF_MS Toutle",2013,469,297,124,401,1196
"SF Toutle",2013,570,281,193,515,1280
"Coweeman",2013,665,293,242,611,1365
"Kalama",2013,400,244,124,341,1030
"Lower Lewis",2013,285,221,67,230,820
"Upper NF Lewis",2013,6932,83,6775,6932,7096
"Cedar",2013,348,70,226,345,493
"EF Lewis",2013,312,158,104,282,711
"Salmon Creek",2013,47,60,3,30,190
"Washougal",2013,295,144,101,268,650
"Lower Gorge",2013,236,130,67,209,563
"Duncan_Above Weir",2013,2,2,0,1,7
"Grays_Chinook",2014,1999,485,1205,1947,3057
"Elochoman_Skamokawa",2014,2102,543,1268,2025,3351
"Abernathy",2014,151,23,109,149,199
"Abernathy_Above AFTC",2014,124,18,93,123,164
"Mill",2014,158,24,115,157,212
"Germany",2014,84,14,59,83,114
"Coal",2014,94,123,9,62,374
"Upper Cowlitz and Cispus",2014,22564,301,21942,22572,23134
"Tilton",2014,4874,156,4566,4879,5157
"Lower Cowlitz",2014,717,550,121,575,2132
"Delameter_Above Weir",2014,17,6,7,16,32
"Lacamas_Above Weir",2014,400,100,232,392,621
"Olequa_Above Weir",2014,252,65,146,243,401
"Ostrander_Above Weir",2014,33,10,17,32,54
"Green",2014,1272,303,780,1236,1956
"Upper NF Toutle",2014,0,0,0,0,0
"NF_MS Toutle",2014,1524,761,613,1360,3398
"SF Toutle",2014,2595,868,1389,2439,4714
"Coweeman",2014,1551,470,815,1484,2631
"Kalama",2014,1456,759,517,1285,3385
"Lower Lewis",2014,768,489,219,654,1959
"Upper NF Lewis",2014,8310,92,8131,8310,8484
"Cedar",2014,544,300,144,484,1296
"EF Lewis",2014,1177,613,365,1044,2714
"Salmon Creek",2014,94,97,6,62,365
"Washougal",2014,2283,908,986,2125,4505
"Lower Gorge",2014,792,414,241,711,1814
"Duncan_Above Weir",2014,2,1,1,2,6
"Grays_Chinook",2015,322,146,125,296,672
"Elochoman_Skamokawa",2015,257,126,88,232,571
"Abernathy",2015,23,10,8,22,47
"Abernathy_Above AFTC",2015,19,7,9,18,35
"Mill",2015,20,8,7,19,40
"Germany",2015,14,6,5,13,30
"Coal",2015,9,15,1,6,39
"Upper Cowlitz and Cispus",2015,920,43,830,922,1002
"Tilton",2015,1526,95,1322,1530,1693
"Lower Cowlitz",2015,195,205,15,132,749
"Delameter_Above Weir",2015,10,5,3,9,23
"Lacamas_Above Weir",2015,28,26,3,20,103
"Olequa_Above Weir",2015,38,29,6,30,116
"Ostrander_Above Weir",2015,12,6,3,10,26
"Green",2015,362,164,122,333,748
"Upper NF Toutle",2015,0,0,0,0,0
"NF_MS Toutle",2015,915,547,271,781,2321
"SF Toutle",2015,1823,717,821,1695,3550
"Coweeman",2015,352,179,106,320,785
"Kalama",2015,237,123,82,212,542
"Lower Lewis",2015,100,117,10,64,406
"Upper NF Lewis",2015,3613,60,3490,3612,3729
"Cedar",2015,49,31,10,41,130
"EF Lewis",2015,167,122,31,135,490
"Salmon Creek",2015,37,56,2,19,187
"Washougal",2015,292,155,97,258,694
"Lower Gorge",2015,70,51,12,57,202
