"Population","Year","Mean","sd","lower 95% CI","Median","Upper 95%CI"
"Coweeman",2010,4212,848,2821,4123,6069
"EF Lewis",2010,1608,560,788,1513,2936
"Elochoman, Skamokawa",2010,1028,307,558,982,1743
"Grays, Chinook",2010,559,205,249,531,1039
"Kalama",2010,84,53,23,72,221
"Lower Cowlitz",2010,5959,4612,3232,5533,10818
"Lower Gorge",2010,662,211,363,624,1172
"Mill, Abernathy, Germany, Coal",2010,1160,288,786,1108,1823
"NF Lewis",2010,2362,535,1723,2241,3728
"NF Toutle",2010,1866,432,1233,1803,2896
"Salmon Creek",2010,1476,724,560,1322,3395
"SF Toutle",2010,2095,702,1070,1984,3734
"Tilton",2010,898,29,843,898,955
"Upper Cowlitz and Cispus",2010,2774,52,2674,2773,2879
"Washougal",2010,743,287,378,683,1434
"Coweeman",2011,4069,839,2753,3962,6013
"EF Lewis",2011,1489,479,786,1410,2652
"Elochoman, Skamokawa",2011,711,198,405,684,1181
"Grays, Chinook",2011,384,135,156,371,677
"Kalama",2011,48,28,15,42,115
"Lower Cowlitz",2011,4632,2200,2376,4129,9919
"Lower Gorge",2011,508,153,304,482,861
"Mill, Abernathy, Germany, Coal",2011,699,197,440,662,1199
"NF Lewis",2011,1530,355,1130,1443,2433
"NF Toutle",2011,1113,307,676,1065,1850
"Salmon Creek",2011,936,384,422,860,1893
"SF Toutle",2011,1427,488,669,1362,2582
"Tilton",2011,1962,43,1879,1962,2047
"Upper Cowlitz and Cispus",2011,7612,86,7443,7613,7780
"Washougal",2011,481,172,256,443,925
"Coweeman",2012,3901,827,2551,3791,5798
"EF Lewis",2012,3309,1099,1722,3131,5924
"Elochoman, Skamokawa",2012,646,189,325,631,1065
"Grays, Chinook",2012,508,145,264,494,829
"Kalama",2012,48,25,16,43,108
"Lower Cowlitz",2012,5402,2848,2578,4751,12228
"Lower Gorge",2012,575,157,331,554,952
"Mill, Abernathy, Germany, Coal",2012,779,257,497,734,1330
"NF Lewis",2012,1623,351,1188,1569,2356
"NF Toutle",2012,1525,338,1044,1471,2319
"Salmon Creek",2012,987,362,474,927,1860
"SF Toutle",2012,2202,662,1262,2086,3885
"Tilton",2012,1269,36,1199,1269,1339
"Upper Cowlitz and Cispus",2012,1600,40,1523,1600,1679
"Washougal",2012,453,140,254,430,786
"Coweeman",2013,4370,867,2976,4263,6339
"EF Lewis",2013,3028,939,1680,2880,5392
"Elochoman, Skamokawa",2013,967,237,564,946,1481
"Grays, Chinook",2013,860,199,553,832,1338
"Kalama",2013,60,29,21,56,126
"Lower Cowlitz",2013,6770,2191,4140,6304,11972
"Lower Gorge",2013,756,199,464,724,1252
"Mill, Abernathy, Germany, Coal",2013,1032,442,744,965,1722
"NF Lewis",2013,1457,311,1054,1399,2218
"NF Toutle",2013,2515,516,1778,2430,3755
"Salmon Creek",2013,1307,451,640,1233,2369
"SF Toutle",2013,3265,946,1910,3099,5583
"Tilton",2013,2652,52,2550,2653,2753
"Upper Cowlitz and Cispus",2013,13,3,7,13,21
"Washougal",2013,520,153,293,499,887
"Coweeman",2014,8049,1809,5092,7855,12043
"EF Lewis",2014,5335,1774,2723,5072,9430
"Elochoman, Skamokawa",2014,3776,869,2493,3635,5827
"Grays, Chinook",2014,2784,516,1936,2730,3923
"Kalama",2014,168,80,57,152,359
"Lower Cowlitz",2014,26034,2142,22226,25867,30635
"Lower Gorge",2014,2098,632,1020,2033,3543
"Mill, Abernathy, Germany, Coal",2014,3566,965,2776,3355,5606
"NF Lewis",2014,10889,1685,8140,10730,14634
"NF Toutle",2014,5770,1313,3944,5540,8933
"Salmon Creek",2014,3789,1359,1790,3587,7052
"SF Toutle",2014,10803,3304,6371,10162,19064
"Tilton",2014,8913,95,8729,8913,9100
"Upper Cowlitz and Cispus",2014,6848,82,6690,6847,7012
"Washougal",2014,1076,377,462,1036,1929
"Coweeman",2015,1387,332,842,1355,2110
"EF Lewis",2015,659,280,273,611,1313
"Elochoman, Skamokawa",2015,452,134,222,442,733
"Grays, Chinook",2015,364,88,208,359,557
"Kalama",2015,32,14,10,30,66
"Lower Cowlitz",2015,2717,495,1957,2648,3923
"Lower Gorge",2015,409,118,235,391,695
"Mill, Abernathy, Germany, Coal",2015,834,203,641,802,1198
"NF Lewis",2015,1064,186,774,1037,1493
"NF Toutle",2015,969,212,653,939,1474
"Salmon Creek",2015,735,269,364,685,1419
"SF Toutle",2015,1792,553,1010,1690,3118
"Tilton",2015,1360,37,1288,1360,1434
"Upper Cowlitz and Cispus",2015,374,19,338,374,411
"Washougal",2015,174,62,74,166,310
"Coweeman",2016,3499,703,2350,3424,5151
"EF Lewis",2016,1434,583,564,1352,2779
"Elochoman, Skamokawa",2016,984,268,516,959,1584
"Grays, Chinook",2016,707,164,419,695,1056
"Kalama",2016,74,33,25,69,154
"Lower Cowlitz",2016,4761,844,3482,4655,6681
"Lower Gorge",2016,826,238,479,787,1420
"Mill, Abernathy, Germany, Coal",2016,1459,258,1173,1416,2013
"NF Lewis",2016,3729,604,2811,3635,5148
"NF Toutle",2016,2074,358,1545,2031,2835
"Salmon Creek",2016,1578,549,830,1472,2965
"SF Toutle",2016,2957,913,1696,2800,5169
"Tilton",2016,2628,51,2530,2627,2730
"Upper Cowlitz and Cispus",2016,912,29,856,912,969
"Washougal",2016,361,117,170,349,620
"Coweeman",2017,2825,639,1792,2751,4322
"EF Lewis",2017,1668,522,898,1582,2917
"Elochoman, Skamokawa",2017,1055,295,604,1009,1747
"Grays, Chinook",2017,487,132,260,481,771
"Kalama",2017,65,31,21,60,139
"Lower Cowlitz",2017,3016,590,2109,2930,4388
"Lower Gorge",2017,594,174,314,573,1003
"Mill, Abernathy, Germany, Coal",2017,1088,149,877,1069,1408
"NF Lewis",2017,4747,611,3828,4661,6188
"NF Toutle",2017,1090,243,689,1069,1643
"Salmon Creek",2017,1380,525,719,1264,2694
"SF Toutle",2017,1433,472,636,1399,2450
"Tilton",2017,5190,72,5051,5191,5333
"Upper Cowlitz and Cispus",2017,5197,72,5056,5197,5338
"Washougal",2017,306,94,155,297,513
"Coweeman",2018,3053,828,1718,2956,4920
"EF Lewis",2018,1725,489,973,1657,2842
"Elochoman, Skamokawa",2018,1254,392,694,1182,2215
"Grays, Chinook",2018,501,141,253,495,796
"Kalama",2018,84,41,32,76,181
"Lower Cowlitz",2018,2981,513,2175,2923,4184
"Lower Gorge",2018,655,197,376,627,1106
"Mill, Abernathy, Germany, Coal",2018,1187,106,996,1184,1410
"NF Lewis",2018,4242,1357,2440,3998,7553
"NF Toutle",2018,1113,244,722,1090,1652
"Salmon Creek",2018,1404,495,756,1305,2668
"SF Toutle",2018,1349,450,611,1310,2313
"Tilton",2018,1319,36,1247,1319,1390
"Upper Cowlitz and Cispus",2018,173,13,148,172,199
"Washougal",2018,335,106,164,324,575
"Coweeman",2019,3684,823,2274,3622,5572
"EF Lewis",2019,2465,664,1429,2375,3995
"Elochoman, Skamokawa",2019,1959,551,1161,1865,3245
"Grays, Chinook",2019,860,242,437,845,1387
"Kalama",2019,145,67,55,133,318
"Lower Cowlitz",2019,3470,650,2493,3365,4999
"Lower Gorge",2019,1213,345,755,1148,2092
"Mill, Abernathy, Germany, Coal",2019,1838,140,1581,1832,2125
"NF Lewis",2019,4668,1310,2986,4397,7996
"NF Toutle",2019,2370,390,1751,2320,3229
"Salmon Creek",2019,1846,594,1007,1750,3312
"SF Toutle",2019,2513,670,1472,2421,4101
"Tilton",2019,1559,38,1483,1558,1635
"Upper Cowlitz and Cispus",2019,3562,60,3448,3560,3683
"Washougal",2019,631,185,350,609,1054
"Coweeman",2020,4940,1060,3286,4793,7352
"EF Lewis",2020,2510,758,1331,2412,4285
"Elochoman, Skamokawa",2020,2083,502,1314,2014,3257
"Grays, Chinook",2020,1072,267,625,1046,1662
"Kalama",2020,248,127,107,218,544
"Lower Cowlitz",2020,5086,784,3767,5018,6870
"Lower Gorge",2020,1252,367,698,1195,2117
"Mill, Abernathy, Germany, Coal",2020,1905,179,1580,1898,2272
"NF Lewis",2020,7482,668,6412,7405,9003
"NF Toutle",2020,2319,411,1642,2274,3237
"Salmon Creek",2020,1830,579,968,1744,3215
"SF Toutle",2020,2723,767,1540,2634,4503
"Tilton",2020,2401,49,2309,2401,2496
"Upper Cowlitz and Cispus",2020,8909,95,8718,8907,9090
"Washougal",2020,951,291,551,893,1689
"Coweeman",2021,5052,1061,3336,4923,7480
"EF Lewis",2021,4675,1264,2792,4480,7646
"Elochoman, Skamokawa",2021,1838,395,1219,1784,2758
"Grays, Chinook",2021,1208,258,806,1173,1817
"Kalama",2021,234,104,105,213,494
"Lower Cowlitz",2021,6201,960,4669,6090,8429
"Lower Gorge",2021,1448,405,889,1377,2465
"Mill, Abernathy, Germany, Coal",2021,1851,159,1559,1847,2176
"NF Lewis",2021,5473,763,4297,5360,7215
"NF Toutle",2021,2539,507,1774,2467,3661
"Salmon Creek",2021,1684,509,952,1609,2852
"SF Toutle",2021,2899,749,1782,2786,4635
"Tilton",2021,6394,82,6233,6394,6554
"Upper Cowlitz and Cispus",2021,9663,98,9471,9663,9852
"Washougal",2021,852,235,491,817,1399
"Coweeman",2022,4349,871,2940,4251,6286
"EF Lewis",2022,3316,835,2008,3208,5250
"Elochoman, Skamokawa",2022,1166,330,640,1126,1917
"Grays, Chinook",2022,1034,239,626,1017,1580
"Kalama",2022,228,85,111,212,440
"Lower Cowlitz",2022,4792,720,3619,4708,6440
"Lower Gorge",2022,1369,380,847,1301,2351
"Mill, Abernathy, Germany, Coal",2022,2502,217,2094,2494,2942
"NF Lewis",2022,5902,356,5307,5859,6712
"NF Toutle",2022,2720,448,2011,2673,3755
"Salmon Creek",2022,1335,408,703,1277,2287
"SF Toutle",2022,2181,663,1091,2117,3679
"Tilton",2022,7254,88,7084,7253,7429
"Upper Cowlitz and Cispus",2022,11506,107,11301,11506,11717
"Washougal",2022,874,225,523,840,1394
"Coweeman",2023,3219,651,2107,3172,4665
"EF Lewis",2023,1979,602,1055,1897,3331
"Elochoman, Skamokawa",2023,1590,339,1061,1545,2408
"Grays, Chinook",2023,1014,236,624,988,1549
"Kalama",2023,231,96,110,213,463
"Lower Cowlitz",2023,6238,805,4919,6145,8121
"Lower Gorge",2023,1109,351,547,1075,1958
