"Population","Year","Mean","sd","lower 95% CI","Median","Upper 95%CI"
"Grays_Chinook",2010,2279,1183,878,1987,5314
"Elochoman_Skamokawa",2010,2385,768,1259,2258,4242
"Abernathy",2010,70,15,45,69,102
"Abernathy_Above AFTC",2010,34,20,10,30,83
"Mill",2010,36,26,8,30,103
"Germany",2010,29,21,7,24,82
"Upper Cowlitz and Cispus",2010,19340,272,18784,19351,19842
"Tilton",2010,2055,144,1753,2061,2320
"Lower Cowlitz",2010,327,294,35,247,1107
"Delameter_Above Weir",2010,33,107,0,8,229
"Lacamas_Above Weir",2010,1663,8003,5,236,12196
"Olequa_Above Weir",2010,222,231,21,155,847
"Ostrander_Above Weir",2010,92,260,2,39,497
"Green",2010,1869,410,1212,1821,2788
"Upper NF Toutle",2010,0,0,0,0,2
"NF_MS Toutle",2010,543,1228,13,208,3108
"SF Toutle",2010,483,213,190,444,1007
"Coweeman",2010,408,175,149,379,831
"Kalama",2010,2405,2589,471,1708,8473
"Lower Lewis",2010,131,186,9,78,579
"Upper NF Lewis",2010,0,0,0,0,0
"Cedar",2010,694,74,559,691,850
"EF Lewis",2010,601,379,150,512,1556
"Salmon Creek",2010,630,1631,6,181,4166
"Washougal",2010,468,234,169,418,1050
"Lower Gorge",2010,201,105,72,177,468
"Duncan_Above Weir",2010,2,2,0,1,7
"Grays_Chinook",2011,4981,2687,1827,4347,11730
"Elochoman_Skamokawa",2011,962,334,469,910,1770
"Abernathy",2011,60,13,36,58,89
"Abernathy_Above AFTC",2011,40,22,13,35,96
"Mill",2011,37,29,9,31,105
"Germany",2011,33,24,8,28,94
"Upper Cowlitz and Cispus",2011,11812,250,11282,11823,12275
"Tilton",2011,4393,226,3921,4403,4805
"Lower Cowlitz",2011,250,283,18,162,994
"Delameter_Above Weir",2011,9,21,0,3,56
"Lacamas_Above Weir",2011,1002,3900,4,171,6907
"Olequa_Above Weir",2011,84,121,4,45,392
"Ostrander_Above Weir",2011,33,82,0,11,198
"Green",2011,99,69,18,82,274
"Upper NF Toutle",2011,0,0,0,0,0
"NF_MS Toutle",2011,299,413,21,177,1352
"SF Toutle",2011,225,178,34,176,707
"Coweeman",2011,195,105,55,175,453
"Kalama",2011,654,1054,89,434,2523
"Lower Lewis",2011,165,182,34,120,542
"Upper NF Lewis",2011,0,0,0,0,0
"Cedar",2011,308,24,264,307,357
"EF Lewis",2011,127,106,19,98,397
"Salmon Creek",2011,162,253,5,81,809
"Washougal",2011,60,49,9,47,183
"Lower Gorge",2011,75,65,10,57,244
"Duncan_Above Weir",2011,2,2,0,2,7
"Grays_Chinook",2012,399,233,109,350,984
"Elochoman_Skamokawa",2012,215,125,54,189,530
"Abernathy",2012,7,3,2,7,15
"Abernathy_Above AFTC",2012,5,3,1,4,12
"Mill",2012,4,3,1,3,11
"Germany",2012,4,3,1,3,11
"Upper Cowlitz and Cispus",2012,2231,66,2094,2233,2357
