"Population","Year","Mean","sd","lower 95% CI","Median","Upper 95%CI"
"Grays_Chinook",2010,2062,753,1039,1918,3951
"Elochoman_Skamokawa",2010,1991,537,1162,1919,3268
"Abernathy",2010,70,15,45,69,102
"Abernathy_Above AFTC",2010,45,28,12,38,115
"Mill",2010,53,38,13,44,149
"Germany",2010,37,23,10,32,94
"Upper Cowlitz and Cispus",2010,19306,284,18711,19313,19844
"Tilton",2010,2085,143,1779,2093,2348
"Lower Cowlitz",2010,385,341,41,293,1311
"Delameter_Above Weir",2010,35,59,0,13,194
"Lacamas_Above Weir",2010,684,1064,7,328,3395
"Olequa_Above Weir",2010,262,236,30,197,894
"Ostrander_Above Weir",2010,83,82,4,59,303
"Green",2010,1687,387,1080,1638,2547
"Upper NF Toutle",2010,0,0,0,0,2
"NF_MS Toutle",2010,553,547,24,407,1945
"SF Toutle",2010,474,207,195,431,973
"Coweeman",2010,416,172,168,386,823
"Kalama",2010,566,256,237,513,1209
"Lower Lewis",2010,141,152,12,94,517
"Upper NF Lewis",2010,0,0,0,0,0
"Cedar",2010,687,74,552,682,839
"EF Lewis",2010,667,374,189,587,1595
"Salmon Creek",2010,555,836,7,242,2704
"Washougal",2010,459,196,193,420,946
"Lower Gorge",2010,202,96,78,183,435
"Duncan_Above Weir",2010,2,2,0,1,6
"Grays_Chinook",2011,1774,498,1077,1695,2960
"Elochoman_Skamokawa",2011,909,273,484,870,1566
"Abernathy",2011,61,14,37,60,92
"Abernathy_Above AFTC",2011,48,32,14,41,118
"Mill",2011,47,33,11,39,129
"Germany",2011,39,23,11,34,97
"Upper Cowlitz and Cispus",2011,11769,253,11239,11782,12236
"Tilton",2011,4368,229,3900,4377,4781
"Lower Cowlitz",2011,291,304,20,197,1086
"Delameter_Above Weir",2011,12,20,0,5,68
"Lacamas_Above Weir",2011,648,1511,4,221,3800
"Olequa_Above Weir",2011,89,147,3,48,391
"Ostrander_Above Weir",2011,34,44,1,18,152
"Green",2011,138,102,20,113,405
"Upper NF Toutle",2011,0,0,0,0,0
"NF_MS Toutle",2011,388,344,36,293,1267
"SF Toutle",2011,256,196,38,206,751
"Coweeman",2011,196,106,53,174,458
"Kalama",2011,357,163,141,324,766
"Lower Lewis",2011,167,115,40,139,466
"Upper NF Lewis",2011,0,0,0,0,0
"Cedar",2011,310,24,265,309,359
"EF Lewis",2011,141,116,20,109,447
"Salmon Creek",2011,188,247,5,103,862
"Washougal",2011,74,54,11,60,216
"Lower Gorge",2011,76,63,11,60,236
"Duncan_Above Weir",2011,2,2,0,1,6
"Grays_Chinook",2012,619,284,195,576,1276
"Elochoman_Skamokawa",2012,299,155,73,277,661
"Abernathy",2012,7,3,2,6,14
"Abernathy_Above AFTC",2012,5,3,1,4,12
"Mill",2012,4,3,1,3,11
"Germany",2012,4,2,1,3,10
"Upper Cowlitz and Cispus",2012,2225,70,2082,2226,2353
"Tilton",2012,3657,193,3235,3666,4005
"Lower Cowlitz",2012,482,435,38,357,1604
"Delameter_Above Weir",2012,7,12,0,3,43
"Lacamas_Above Weir",2012,515,1321,6,188,2981
"Olequa_Above Weir",2012,30,45,1,16,153
"Ostrander_Above Weir",2012,14,22,0,6,74
"Green",2012,140,79,31,125,335
"Upper NF Toutle",2012,0,0,0,0,0
"NF_MS Toutle",2012,287,267,40,220,900
"SF Toutle",2012,287,189,55,242,762
"Coweeman",2012,147,116,20,116,470
"Kalama",2012,262,109,117,244,514
"Lower Lewis",2012,59,53,8,44,199
"Upper NF Lewis",2012,134,12,112,134,158
"Cedar",2012,88,51,20,76,215
"EF Lewis",2012,208,143,40,172,568
"Salmon Creek",2012,124,143,5,80,504
"Washougal",2012,70,47,13,59,190
"Lower Gorge",2012,86,56,18,74,228
"Duncan_Above Weir",2012,11,7,2,10,28
"Grays_Chinook",2013,1426,368,879,1368,2303
"Elochoman_Skamokawa",2013,566,184,270,547,977
"Abernathy",2013,33,13,14,32,63
"Abernathy_Above AFTC",2013,19,8,7,18,37
"Mill",2013,12,5,4,11,25
"Germany",2013,14,6,5,13,28
"Upper Cowlitz and Cispus",2013,5760,283,5172,5774,6284
"Tilton",2013,3779,246,3249,3790,4217
"Lower Cowlitz",2013,995,440,433,902,2039
"Delameter_Above Weir",2013,5,5,0,3,19
"Lacamas_Above Weir",2013,358,376,55,254,1245
"Olequa_Above Weir",2013,17,15,2,12,56
"Ostrander_Above Weir",2013,5,5,0,4,18
"Green",2013,206,111,57,184,479
"Upper NF Toutle",2013,0,0,0,0,1
"NF_MS Toutle",2013,499,368,132,410,1417
"SF Toutle",2013,597,319,180,527,1376
"Coweeman",2013,575,262,198,529,1213
"Kalama",2013,348,146,152,323,681
"Lower Lewis",2013,246,157,68,210,627
"Upper NF Lewis",2013,6928,83,6764,6929,7091
"Cedar",2013,367,74,236,362,525
"EF Lewis",2013,270,145,82,239,635
"Salmon Creek",2013,68,86,3,40,305
"Washougal",2013,257,113,94,236,529
"Lower Gorge",2013,186,100,53,167,431
"Duncan_Above Weir",2013,5,4,0,4,14
"Grays_Chinook",2014,1901,543,1026,1826,3113
"Elochoman_Skamokawa",2014,1746,451,1060,1676,2826
"Abernathy",2014,135,21,97,134,180
"Abernathy_Above AFTC",2014,70,11,50,69,93
"Mill",2014,143,22,104,141,191
"Germany",2014,76,13,53,75,103
"Upper Cowlitz and Cispus",2014,22563,304,21950,22568,23130
"Tilton",2014,4935,151,4624,4939,5217
"Lower Cowlitz",2014,576,463,78,448,1794
"Delameter_Above Weir",2014,19,9,6,18,39
"Lacamas_Above Weir",2014,449,131,231,438,747
"Olequa_Above Weir",2014,242,76,121,233,415
"Ostrander_Above Weir",2014,37,12,17,35,65
"Green",2014,1130,297,659,1091,1832
"Upper NF Toutle",2014,0,0,0,0,0
"NF_MS Toutle",2014,1617,1000,592,1376,4076
"SF Toutle",2014,2687,1081,1282,2472,5461
"Coweeman",2014,1377,426,731,1310,2363
"Kalama",2014,948,366,442,884,1813
"Lower Lewis",2014,668,433,221,584,1586
"Upper NF Lewis",2014,8314,93,8129,8312,8497
"Cedar",2014,200,108,48,178,456
"EF Lewis",2014,1006,504,334,909,2241
"Salmon Creek",2014,112,132,5,70,472
"Washougal",2014,1447,465,739,1384,2534
"Lower Gorge",2014,589,286,196,535,1300
"Duncan_Above Weir",2014,11,7,2,10,27
"Grays_Chinook",2015,446,152,196,430,795
"Elochoman_Skamokawa",2015,260,105,93,245,505
"Abernathy",2015,20,9,7,18,39
"Abernathy_Above AFTC",2015,13,5,6,13,24
"Mill",2015,17,7,6,16,35
"Germany",2015,12,5,4,11,24
"Upper Cowlitz and Cispus",2015,938,43,850,940,1020
