"Population","Year","Mean","sd","lower 95% CI","Median","Upper 95%CI"
"Coweeman",2010,4690,1163,2847,4542,7196
"EF Lewis",2010,2217,838,990,2074,4170
"Elochoman, Skamokawa",2010,3582,1124,2055,3424,6612
"Grays, Chinook",2010,2425,946,1137,2220,5009
"Kalama",2010,1947,1725,478,1436,5486
"Lower Cowlitz",2010,7396,2701,3992,6681,14012
"Lower Gorge",2010,861,328,437,809,1630
"Mill, Abernathy, Germany, Coal",2010,1311,322,877,1253,2168
"NF Lewis",2010,3185,747,2390,2969,5023
"NF Toutle",2010,4417,1361,2757,4112,7565
"Salmon Creek",2010,2430,3682,538,1700,8810
"SF Toutle",2010,2366,850,1175,2235,4306
"Tilton",2010,2928,155,2613,2930,3215
"Upper Cowlitz and Cispus",2010,22061,293,21473,22067,22582
"Washougal",2010,1132,409,562,1063,2042
"Coweeman",2011,4037,972,2598,3861,6348
"EF Lewis",2011,1795,719,805,1659,3648
"Elochoman, Skamokawa",2011,1737,473,1049,1670,2879
"Grays, Chinook",2011,4563,2033,1894,4239,9548
"Kalama",2011,596,612,114,433,1792
"Lower Cowlitz",2011,5773,4074,2903,4882,11980
"Lower Gorge",2011,592,184,326,571,1020
"Mill, Abernathy, Germany, Coal",2011,862,250,545,819,1548
"NF Lewis",2011,1955,452,1424,1858,2952
"NF Toutle",2011,1513,592,822,1362,3140
"Salmon Creek",2011,1217,687,451,1066,3303
"SF Toutle",2011,1572,626,593,1491,3074
"Tilton",2011,6324,225,5874,6321,6776
"Upper Cowlitz and Cispus",2011,19396,288,18759,19412,19952
"Washougal",2011,508,176,278,475,966
"Coweeman",2012,3828,849,2398,3756,5882
"EF Lewis",2012,3312,1180,1805,3047,6383
"Elochoman, Skamokawa",2012,842,246,439,824,1353
"Grays, Chinook",2012,863,298,416,814,1529
"Kalama",2012,334,196,119,279,796
"Lower Cowlitz",2012,7701,5516,3358,6103,24267
"Lower Gorge",2012,695,201,387,662,1121
"Mill, Abernathy, Germany, Coal",2012,796,229,497,749,1401
"NF Lewis",2012,1919,350,1444,1866,2775
"NF Toutle",2012,2048,684,1266,1885,3712
"Salmon Creek",2012,1201,600,460,1095,2700
"SF Toutle",2012,2473,764,1335,2331,4197
"Tilton",2012,4863,199,4431,4860,5212
"Upper Cowlitz and Cispus",2012,3815,77,3660,3817,3954
"Washougal",2012,493,139,283,475,779
"Coweeman",2013,4777,1015,3281,4614,7208
"EF Lewis",2013,2894,989,1593,2703,5176
"Elochoman, Skamokawa",2013,1474,378,895,1442,2285
"Grays, Chinook",2013,2430,622,1507,2346,3986
"Kalama",2013,408,222,150,360,988
"Lower Cowlitz",2013,10304,10506,5178,8642,25404
"Lower Gorge",2013,965,279,583,921,1648
"Mill, Abernathy, Germany, Coal",2013,1078,322,741,986,2144
"NF Lewis",2013,9023,464,8406,8924,10033
"NF Toutle",2013,3323,807,2233,3161,5376
"Salmon Creek",2013,1404,687,643,1257,3364
"SF Toutle",2013,3914,1381,2097,3710,7279
"Tilton",2013,6406,254,5852,6414,6886
"Upper Cowlitz and Cispus",2013,5801,292,5200,5840,6297
"Washougal",2013,726,229,407,685,1269
"Coweeman",2014,9499,2253,5571,9442,14800
"EF Lewis",2014,5219,1764,2503,4964,9079
"Elochoman, Skamokawa",2014,5854,1318,3845,5665,8961
"Grays, Chinook",2014,4846,821,3644,4652,7012
"Kalama",2014,1574,744,593,1424,3261
"Lower Cowlitz",2014,26930,2317,23258,26654,32146
"Lower Gorge",2014,2695,887,1322,2568,4739
"Mill, Abernathy, Germany, Coal",2014,3980,1549,3029,3652,7557
"NF Lewis",2014,14478,1211,12872,14247,17125
"NF Toutle",2014,8393,2376,5403,8047,13448
"Salmon Creek",2014,3874,1654,1573,3554,7920
"SF Toutle",2014,13650,5946,7336,12381,28099
"Tilton",2014,13793,196,13412,13801,14170
"Upper Cowlitz and Cispus",2014,29415,308,28806,29422,30039
"Washougal",2014,3134,1138,1484,3041,5928
"Coweeman",2015,1668,404,986,1631,2556
"EF Lewis",2015,670,258,276,629,1287
"Elochoman, Skamokawa",2015,630,207,319,591,1090
"Grays, Chinook",2015,665,191,403,622,1161
"Kalama",2015,264,146,92,235,612
"Lower Cowlitz",2015,2932,582,2115,2853,4229
"Lower Gorge",2015,459,125,266,440,733
"Mill, Abernathy, Germany, Coal",2015,887,156,688,860,1273
"NF Lewis",2015,4828,256,4488,4786,5390
"NF Toutle",2015,2176,835,1267,1981,3936
"Salmon Creek",2015,761,329,313,699,1567
"SF Toutle",2015,3451,1251,1771,3183,6454
"Tilton",2015,2886,111,2635,2892,3069
"Upper Cowlitz and Cispus",2015,1295,49,1193,1294,1386
"Washougal",2015,462,208,189,423,917
"Coweeman",2016,4055,831,2695,3973,6046
"EF Lewis",2016,1788,718,820,1662,3484
"Elochoman, Skamokawa",2016,1399,399,758,1364,2331
"Grays, Chinook",2016,1594,309,1115,1555,2322
"Kalama",2016,227,122,88,200,494
"Lower Cowlitz",2016,5323,1095,3884,5077,7937
"Lower Gorge",2016,926,332,509,855,1826
"Mill, Abernathy, Germany, Coal",2016,1626,285,1307,1582,2325
"NF Lewis",2016,9781,695,8781,9645,11657
"NF Toutle",2016,5243,1074,3669,5098,7539
"Salmon Creek",2016,1710,695,691,1573,3365
"SF Toutle",2016,3553,1062,2126,3333,6157
"Tilton",2016,6910,244,6422,6908,7349
"Upper Cowlitz and Cispus",2016,9717,247,9218,9714,10187
"Washougal",2016,1288,445,669,1194,2335
"Coweeman",2017,3075,699,1989,2983,4925
"EF Lewis",2017,2571,942,1428,2375,4814
"Elochoman, Skamokawa",2017,1476,354,877,1449,2242
"Grays, Chinook",2017,1407,445,860,1341,2328
"Kalama",2017,195,167,66,160,508
"Lower Cowlitz",2017,3940,911,2745,3770,6143
"Lower Gorge",2017,701,253,323,670,1192
"Mill, Abernathy, Germany, Coal",2017,1130,141,917,1105,1466
"NF Lewis",2017,9650,621,8610,9570,11096
"NF Toutle",2017,1371,468,823,1278,2434
"Salmon Creek",2017,1566,609,789,1436,3224
"SF Toutle",2017,1467,494,696,1419,2559
"Tilton",2017,10375,184,9954,10394,10671
"Upper Cowlitz and Cispus",2017,11635,188,11268,11633,12003
"Washougal",2017,1206,466,591,1124,2505
"Coweeman",2018,4177,1030,2654,4066,6326
"EF Lewis",2018,2098,672,1138,1987,3730
"Elochoman, Skamokawa",2018,2330,658,1395,2244,3787
"Grays, Chinook",2018,1569,443,967,1495,2675
"Kalama",2018,266,126,117,236,590
"Lower Cowlitz",2018,3286,681,2313,3187,4884
"Lower Gorge",2018,816,296,425,760,1571
"Mill, Abernathy, Germany, Coal",2018,1351,116,1138,1348,1580
"NF Lewis",2018,10772,1074,9122,10600,13237
"NF Toutle",2018,1427,403,894,1330,2452
"Salmon Creek",2018,1675,720,828,1514,3707
"SF Toutle",2018,1431,495,655,1379,2489
"Tilton",2018,4402,144,4090,4414,4664
"Upper Cowlitz and Cispus",2018,5965,114,5722,5967,6184
"Washougal",2018,1175,488,548,1060,2411
"Coweeman",2019,5175,1169,3124,5058,7904
"EF Lewis",2019,2843,846,1609,2739,4702
"Elochoman, Skamokawa",2019,3162,816,1860,3007,5195
"Grays, Chinook",2019,1972,592,1233,1832,3628
"Kalama",2019,364,262,117,285,1108
"Lower Cowlitz",2019,3690,762,2640,3591,5396
"Lower Gorge",2019,1689,586,1001,1565,3197
"Mill, Abernathy, Germany, Coal",2019,2435,181,2089,2430,2806
"NF Lewis",2019,9250,1328,7495,8915,12642
"NF Toutle",2019,2842,556,2014,2757,4146
"Salmon Creek",2019,2129,1010,1048,1886,4303
"SF Toutle",2019,2824,829,1556,2719,4709
"Tilton",2019,7175,203,6752,7183,7527
"Upper Cowlitz and Cispus",2019,9695,177,9331,9697,10021
"Washougal",2019,1387,462,648,1322,2349
"Coweeman",2020,5802,1251,3837,5613,8455
"EF Lewis",2020,2890,962,1324,2768,5067
"Elochoman, Skamokawa",2020,2728,721,1645,2613,4567
"Grays, Chinook",2020,1802,483,1159,1695,2935
"Kalama",2020,961,419,428,872,2158
"Lower Cowlitz",2020,5280,957,3750,5194,7614
"Lower Gorge",2020,1378,490,613,1288,2628
"Mill, Abernathy, Germany, Coal",2020,2080,177,1765,2071,2465
"NF Lewis",2020,14977,1312,12965,14765,18111
"NF Toutle",2020,2628,533,1824,2536,3744
"Salmon Creek",2020,2013,848,999,1832,3696
"SF Toutle",2020,2869,876,1649,2728,4754
"Tilton",2020,13206,284,12644,13222,13715
"Upper Cowlitz and Cispus",2020,21218,240,20782,21226,21671
"Washougal",2020,2264,666,1304,2144,3915
"Coweeman",2021,6253,1344,4161,6162,9246
"EF Lewis",2021,5019,1635,2807,4679,8853
"Elochoman, Skamokawa",2021,3402,765,2247,3316,5020
"Grays, Chinook",2021,2852,554,2059,2759,4209
"Kalama",2021,1038,474,443,933,2182
"Lower Cowlitz",2021,7129,1316,5108,6901,10310
"Lower Gorge",2021,1581,543,903,1488,2918
"Mill, Abernathy, Germany, Coal",2021,2059,170,1768,2053,2419
"NF Lewis",2021,12587,1270,11101,12310,15508
"NF Toutle",2021,2934,638,2001,2805,4505
"Salmon Creek",2021,1699,690,850,1538,3177
"SF Toutle",2021,3205,952,1953,3076,5420
"Tilton",2021,14935,461,14002,14936,15736
"Upper Cowlitz and Cispus",2021,29369,288,28763,29373,29868
"Washougal",2021,974,290,550,926,1649
"Coweeman",2022,5046,1094,3344,4886,7433
"EF Lewis",2022,3597,1036,2020,3455,5819
"Elochoman, Skamokawa",2022,1338,427,762,1264,2403
"Grays, Chinook",2022,1867,484,1188,1786,3114
"Kalama",2022,651,257,330,600,1327
"Lower Cowlitz",2022,5431,958,3965,5304,7529
"Lower Gorge",2022,1773,578,1080,1654,3335
"Mill, Abernathy, Germany, Coal",2022,3178,245,2747,3166,3683
"NF Lewis",2022,14319,1941,12228,13809,19706
"NF Toutle",2022,3114,685,2121,3019,4647
"Salmon Creek",2022,1385,603,606,1279,2814
"SF Toutle",2022,2679,1008,1270,2557,4718
"Tilton",2022,16235,427,15391,16250,17064
"Upper Cowlitz and Cispus",2022,23365,302,22758,23369,23935
"Washougal",2022,1329,423,730,1255,2406
"Coweeman",2023,4090,1007,2503,3932,6398
"EF Lewis",2023,2133,901,914,1971,4056
"Elochoman, Skamokawa",2023,2017,448,1326,1968,2997
"Grays, Chinook",2023,1629,506,918,1544,2891
"Kalama",2023,670,422,240,546,1547
"Lower Cowlitz",2023,7064,1053,5454,6906,9403
"Lower Gorge",2023,1141,478,504,1035,2389
"Mill, Abernathy, Germany, Coal",2023,3243,255,2761,3226,3750
"NF Lewis",2023,15714,7533,10639,13590,41631
"NF Toutle",2023,2562,718,1574,2474,3974
"Salmon Creek",2023,1081,743,236,945,3017
"SF Toutle",2023,2722,1065,1305,2513,5233
"Tilton",2023,8149,1028,5774,8302,9617
"Upper Cowlitz and Cispus",2023,13095,443,12044,13142,13800
"Washougal",2023,840,352,357,792,1659
