"Population","Year","Mean","sd","lower 95% CI","Median","Upper 95%CI"
"Abernathy",2015,23,10,9,21,48
"Abernathy_Above AFTC",2015,18,7,9,17,35
"Mill",2015,19,8,7,18,40
"Germany",2015,14,6,5,13,29
"Coal",2015,9,10,1,5,37
"Upper Cowlitz and Cispus",2015,921,46,834,921,1005
"Tilton",2015,1525,100,1293,1539,1693
"Lower Cowlitz",2015,193,250,15,115,709
"Delameter_Above Weir",2015,8,4,2,7,19
"Lacamas_Above Weir",2015,27,26,3,19,105
"Olequa_Above Weir",2015,38,30,6,30,114
"Ostrander_Above Weir",2015,11,5,3,10,24
"Green",2015,340,162,105,314,733
"Upper NF Toutle",2015,0,0,0,0,0
"NF_MS Toutle",2015,906,668,273,749,2457
"SF Toutle",2015,1721,747,796,1557,3780
"Coweeman",2015,333,172,109,296,762
"Kalama",2015,233,136,78,202,572
"Lower Lewis",2015,103,120,12,68,365
"Upper NF Lewis",2015,3610,58,3494,3610,3728
"Cedar",2015,48,32,9,41,126
"EF Lewis",2015,134,101,25,109,384
"Salmon Creek",2015,36,53,1,18,181
"Washougal",2015,292,171,106,260,674
"Lower Gorge",2015,68,55,10,52,212
"Duncan_Above Weir",2015,1,1,0,0,2
"Grays_Chinook",2016,925,289,487,897,1624
"Elochoman_Skamokawa",2016,510,249,181,461,1096
"Abernathy",2016,85,18,54,83,123
"Abernathy_Above AFTC",2016,48,9,32,47,68
"Mill",2016,58,12,38,57,84
"Germany",2016,37,9,22,36,57
"Coal",2016,32,34,4,23,126
"Upper Cowlitz and Cispus",2016,8807,241,8302,8805,9288
"Tilton",2016,4283,227,3827,4276,4695
"Lower Cowlitz",2016,461,443,51,336,1794
"Delameter_Above Weir",2016,35,12,16,33,62
"Lacamas_Above Weir",2016,12,10,1,8,39
"Olequa_Above Weir",2016,43,46,4,29,163
"Ostrander_Above Weir",2016,10,6,2,9,24
"Green",2016,2545,579,1618,2463,3884
"Upper NF Toutle",2016,0,0,0,0,1
"NF_MS Toutle",2016,731,629,132,559,2406
"SF Toutle",2016,841,348,355,775,1686
"Coweeman",2016,720,402,203,643,1602
"Kalama",2016,154,114,29,124,422
"Lower Lewis",2016,251,173,57,213,726
"Upper NF Lewis",2016,5676,72,5519,5679,5807
"Cedar",2016,190,89,68,181,393
"EF Lewis",2016,660,444,142,551,1805
"Salmon Creek",2016,126,149,7,74,585
"Washougal",2016,936,372,426,861,1839
"Lower Gorge",2016,80,60,14,64,232
"Duncan_Above Weir",2016,1,1,0,1,3
"Grays_Chinook",2017,951,422,441,873,1879
"Elochoman_Skamokawa",2017,405,249,80,337,1004
"Abernathy",2017,30,8,17,30,50
"Abernathy_Above AFTC",2017,18,5,10,17,29
"Mill",2017,31,9,16,30,50
"Germany",2017,20,7,10,20,36
"Coal",2017,12,8,3,10,33
"Upper Cowlitz and Cispus",2017,6430,166,6096,6440,6736
"Tilton",2017,5188,157,4831,5201,5435
"Lower Cowlitz",2017,937,712,109,771,2663
"Delameter_Above Weir",2017,15,7,4,14,32
"Lacamas_Above Weir",2017,4,5,0,2,17
"Olequa_Above Weir",2017,23,19,3,18,73
"Ostrander_Above Weir",2017,18,9,5,16,38
"Green",2017,167,90,42,147,398
"Upper NF Toutle",2017,0,0,0,0,0
"NF_MS Toutle",2017,245,333,15,141,887
"SF Toutle",2017,175,173,19,125,587
"Coweeman",2017,431,307,69,363,1145
"Kalama",2017,131,161,16,91,464
"Lower Lewis",2017,163,111,37,134,480
"Upper NF Lewis",2017,4542,69,4420,4542,4679
"Cedar",2017,378,143,170,356,722
"EF Lewis",2017,973,493,358,871,2404
"Salmon Creek",2017,197,215,20,134,723
"Washougal",2017,910,391,405,832,1915
"Lower Gorge",2017,116,98,14,94,328
"Duncan_Above Weir",2017,2,2,0,2,8
"Grays_Chinook",2018,1094,414,539,992,2099
"Elochoman_Skamokawa",2018,977,457,369,891,2072
"Abernathy",2018,66,17,36,65,101
"Abernathy_Above AFTC",2018,33,9,18,33,52
"Mill",2018,50,15,26,46,80
"Germany",2018,72,21,37,71,116
"Coal",2018,23,21,2,16,85
"Upper Cowlitz and Cispus",2018,5792,112,5566,5793,6006
"Tilton",2018,3082,135,2778,3092,3315
"Lower Cowlitz",2018,296,318,21,195,1094
"Delameter_Above Weir",2018,21,9,7,20,42
"Lacamas_Above Weir",2018,5,6,0,3,20
"Olequa_Above Weir",2018,31,27,4,24,94
"Ostrander_Above Weir",2018,13,9,3,11,40
"Green",2018,201,129,31,176,517
"Upper NF Toutle",2018,0,0,0,0,0
"NF_MS Toutle",2018,220,259,19,122,894
"SF Toutle",2018,151,156,21,102,614
"Coweeman",2018,1290,980,140,1036,3703
"Kalama",2018,182,118,52,153,490
"Lower Lewis",2018,486,457,76,339,1716
"Upper NF Lewis",2018,6212,77,6070,6210,6357
"Cedar",2018,856,419,267,758,2047
"EF Lewis",2018,288,168,73,255,664
"Salmon Creek",2018,203,150,35,155,599
"Washougal",2018,842,434,313,721,1916
"Lower Gorge",2018,171,116,43,139,493
"Duncan_Above Weir",2018,1,1,0,0,2
"Grays_Chinook",2019,1163,574,370,1055,2614
"Elochoman_Skamokawa",2019,1166,553,430,1065,2547
"Abernathy",2019,334,48,250,331,441
"Abernathy_Above AFTC",2019,177,27,129,175,236
"Mill",2019,157,26,115,153,210
"Germany",2019,122,21,87,121,166
"Coal",2019,38,30,4,30,112
"Upper Cowlitz and Cispus",2019,6135,160,5820,6141,6451
"Tilton",2019,5615,197,5200,5623,5963
"Lower Cowlitz",2019,204,172,17,152,636
"Delameter_Above Weir",2019,32,14,11,30,69
"Lacamas_Above Weir",2019,3,3,0,3,13
"Olequa_Above Weir",2019,18,16,3,14,58
"Ostrander_Above Weir",2019,35,10,19,33,56
"Green",2019,277,154,74,237,637
"Upper NF Toutle",2019,0,0,0,0,0
"NF_MS Toutle",2019,370,296,44,298,1175
"SF Toutle",2019,318,197,81,274,838
"Coweeman",2019,1395,653,441,1279,2925
"Kalama",2019,214,229,31,137,927
"Lower Lewis",2019,447,459,55,319,1740
"Upper NF Lewis",2019,3995,62,3883,3991,4114
"Cedar",2019,586,338,184,532,1555
"EF Lewis",2019,272,207,58,225,759
"Salmon Creek",2019,254,215,38,188,862
"Washougal",2019,786,328,310,727,1455
"Lower Gorge",2019,467,290,125,408,1161
"Duncan_Above Weir",2019,2,1,0,2,5
"Grays_Chinook",2020,774,425,187,672,1857
"Elochoman_Skamokawa",2020,602,359,170,520,1522
"Abernathy",2020,90,53,22,76,220
"Abernathy_Above AFTC",2020,75,49,14,66,193
"Mill",2020,87,50,16,75,207
"Germany",2020,55,35,11,46,149
"Coal",2020,32,27,2,24,100
"Upper Cowlitz and Cispus",2020,12315,211,11887,12329,12697
"Tilton",2020,10802,275,10264,10803,11323
"Lower Cowlitz",2020,224,297,17,135,924
"Delameter_Above Weir",2020,50,19,20,47,96
"Lacamas_Above Weir",2020,46,25,13,40,110
"Olequa_Above Weir",2020,84,47,22,72,199
"Ostrander_Above Weir",2020,18,9,5,16,41
"Green",2020,263,116,98,242,515
"Upper NF Toutle",2020,0,0,0,0,0
"NF_MS Toutle",2020,208,203,22,145,698
"SF Toutle",2020,183,118,46,159,479
"Coweeman",2020,986,545,283,881,2358
"Kalama",2020,703,357,270,618,1683
"Lower Lewis",2020,580,520,95,444,1918
"Upper NF Lewis",2020,4612,68,4483,4610,4745
"Cedar",2020,3022,718,1830,2900,4796
"EF Lewis",2020,286,197,56,238,701
"Salmon Creek",2020,254,237,33,194,718
"Washougal",2020,1402,475,737,1332,2577
"Lower Gorge",2020,160,143,20,110,589
"Duncan_Above Weir",2020,1,1,0,0,2
"Grays_Chinook",2021,1623,399,990,1561,2506
"Elochoman_Skamokawa",2021,1561,412,948,1486,2549
"Abernathy",2021,146,49,70,139,256
"Abernathy_Above AFTC",2021,102,33,49,98,177
"Mill",2021,83,28,38,79,144
"Germany",2021,42,15,18,39,75
"Coal",2021,31,24,3,25,92
"Upper Cowlitz and Cispus",2021,19701,259,19131,19696,20136
"Tilton",2021,8540,434,7666,8545,9285
"Lower Cowlitz",2021,274,224,32,215,829
"Delameter_Above Weir",2021,70,18,41,67,110
"Lacamas_Above Weir",2021,69,32,23,64,149
"Olequa_Above Weir",2021,520,283,161,467,1277
"Ostrander_Above Weir",2021,180,32,122,177,252
"Green",2021,157,69,56,149,293
"Upper NF Toutle",2021,0,0,0,0,0
"NF_MS Toutle",2021,350,324,36,262,1278
"SF Toutle",2021,360,161,139,334,774
"Coweeman",2021,1327,522,610,1254,2720
"Kalama",2021,781,418,271,698,1830
"Lower Lewis",2021,874,929,145,577,3556
"Upper NF Lewis",2021,6261,84,6096,6260,6442
"Cedar",2021,508,172,263,478,939
"EF Lewis",2021,365,189,138,319,782
"Salmon Creek",2021,111,115,11,77,437
"Washougal",2021,187,97,54,171,394
"Lower Gorge",2021,111,88,25,87,309
"Duncan_Above Weir",2021,1,1,0,1,4
"Grays_Chinook",2022,766,406,194,703,1744
"Elochoman_Skamokawa",2022,238,144,55,205,633
"Abernathy",2022,327,109,153,309,556
"Abernathy_Above AFTC",2022,222,75,97,216,398
"Mill",2022,190,58,93,184,304
"Germany",2022,173,57,79,168,299
"Coal",2022,54,48,4,39,185
"Upper Cowlitz and Cispus",2022,11862,262,11316,11859,12335
"Tilton",2022,8984,395,8150,8991,9730
"Lower Cowlitz",2022,275,299,12,184,1193
"Delameter_Above Weir",2022,32,14,13,30,66
"Lacamas_Above Weir",2022,10,7,2,8,28
"Olequa_Above Weir",2022,460,246,142,402,1071
"Ostrander_Above Weir",2022,59,15,32,57,92
"Green",2022,246,137,58,216,564
"Upper NF Toutle",2022,0,0,0,0,0
"NF_MS Toutle",2022,313,379,21,194,1217
"SF Toutle",2022,395,286,86,315,1171
"Coweeman",2022,535,286,138,475,1270
"Kalama",2022,382,175,167,342,857
"Lower Lewis",2022,2021,1702,433,1508,6607
"Upper NF Lewis",2022,5806,72,5671,5808,5942
"Cedar",2022,719,108,532,715,962
"EF Lewis",2022,359,225,69,322,969
"Salmon Creek",2022,122,137,8,81,545
"Washougal",2022,509,232,205,457,1128
"Lower Gorge",2022,342,244,62,277,981
"Duncan_Above Weir",2022,1,1,0,0,3
"Grays_Chinook",2023,542,274,176,484,1245
"Elochoman_Skamokawa",2023,328,175,86,296,744
"Abernathy",2023,195,62,89,188,331
"Abernathy_Above AFTC",2023,133,42,59,131,223
"Mill",2023,132,42,61,127,227
"Germany",2023,103,33,49,102,175
"Coal",2023,21,17,1,16,68
"Upper Cowlitz and Cispus",2023,6824,407,5831,6884,7466
"Tilton",2023,6812,1015,4467,6979,8254
"Lower Cowlitz",2023,286,510,6,139,1367
"Delameter_Above Weir",2023,121,28,77,115,184
"Lacamas_Above Weir",2023,31,24,4,25,93
"Olequa_Above Weir",2023,525,188,243,498,934
"Ostrander_Above Weir",2023,368,69,249,365,518
"Green",2023,322,140,127,295,693
"Upper NF Toutle",2023,0,0,0,0,0
"NF_MS Toutle",2023,232,286,30,154,843
"SF Toutle",2023,547,261,205,492,1192
"Coweeman",2023,504,280,117,444,1172
"Kalama",2023,362,247,108,293,910
"Lower Lewis",2023,5128,7263,410,2874,30094
"Upper NF Lewis",2023,4720,68,4591,4716,4857
"Cedar",2023,1160,239,816,1116,1681
"EF Lewis",2023,381,229,103,326,987
"Salmon Creek",2023,194,229,10,116,787
"Washougal",2023,247,195,45,200,742
"Lower Gorge",2023,117,131,8,74,510
"Duncan_Above Weir",2023,0,1,0,0,2
