"Population","Year","Mean","sd","lower 95% CI","Median","Upper 95%CI"
"Grays_Chinook",2010,507,192,218,467,942
"Elochoman_Skamokawa",2010,1015,340,554,946,1889
"Abernathy",2010,513,58,400,510,642
"Abernathy_Above AFTC",2010,278,160,110,247,608
"Mill",2010,264,176,69,215,810
"Germany",2010,201,119,66,175,483
"Coal",2010,170,158,31,132,485
"Upper Cowlitz and Cispus",2010,2774,51,2669,2771,2877
"Tilton",2010,897,30,845,896,961
"Lower Cowlitz",2010,2422,896,1239,2224,4756
"Delameter_Above Weir",2010,214,124,69,183,606
"Lacamas_Above Weir",2010,1592,1552,270,1157,5479
"Olequa_Above Weir",2010,1667,837,616,1482,3743
"Ostrander_Above Weir",2010,165,97,37,145,412
"Green",2010,966,218,617,939,1493
"Upper NF Toutle",2010,205,15,177,205,236
"NF_MS Toutle",2010,721,466,190,613,2202
"SF Toutle",2010,1880,687,920,1744,3557
"Coweeman",2010,4269,1073,2581,4112,6709
"Kalama",2010,75,48,21,64,185
"Lower Lewis",2010,901,618,260,729,2474
"Upper NF Lewis",2010,0,0,0,0,0
"Cedar",2010,1451,107,1254,1452,1669
"EF Lewis",2010,1659,624,761,1525,3095
"Salmon Creek",2010,1731,1248,507,1437,5061
"Washougal",2010,664,229,343,619,1280
"Lower Gorge",2010,571,227,264,528,1115
"Duncan_Above Weir",2010,69,15,45,67,102
"Grays_Chinook",2011,332,126,138,318,608
"Elochoman_Skamokawa",2011,713,212,402,683,1172
"Abernathy",2011,272,30,219,271,334
"Abernathy_Above AFTC",2011,187,71,69,177,347
"Mill",2011,155,88,52,139,369
"Germany",2011,140,86,43,117,342
"Coal",2011,134,143,18,98,576
"Upper Cowlitz and Cispus",2011,7610,89,7436,7613,7777
"Tilton",2011,1964,41,1888,1964,2050
"Lower Cowlitz",2011,1482,602,710,1349,2747
"Delameter_Above Weir",2011,151,68,56,136,313
"Lacamas_Above Weir",2011,1776,2090,150,1064,7017
"Olequa_Above Weir",2011,1364,599,678,1203,2914
"Ostrander_Above Weir",2011,118,97,29,96,298
"Green",2011,506,141,255,500,800
"Upper NF Toutle",2011,57,8,43,56,74
"NF_MS Toutle",2011,525,303,163,452,1256
"SF Toutle",2011,1336,512,539,1259,2570
"Coweeman",2011,3826,935,2437,3655,5919
"Kalama",2011,45,25,14,40,104
"Lower Lewis",2011,584,379,207,500,1386
"Upper NF Lewis",2011,0,0,0,0,0
"Cedar",2011,920,52,827,919,1024
"EF Lewis",2011,1661,666,742,1546,3384
"Salmon Creek",2011,1095,612,422,955,2944
"Washougal",2011,445,157,243,415,825
"Lower Gorge",2011,452,163,223,424,847
"Duncan_Above Weir",2011,61,11,43,60,85
"Grays_Chinook",2012,472,156,208,466,801
"Elochoman_Skamokawa",2012,586,180,284,571,937
"Abernathy",2012,301,38,235,298,384
"Abernathy_Above AFTC",2012,213,67,104,202,372
"Mill",2012,151,68,56,136,313
"Germany",2012,160,98,61,136,367
"Coal",2012,164,186,15,101,709
"Upper Cowlitz and Cispus",2012,1599,41,1521,1596,1676
"Tilton",2012,1268,35,1195,1268,1338
"Lower Cowlitz",2012,1568,640,747,1436,3254
"Delameter_Above Weir",2012,175,66,84,163,327
"Lacamas_Above Weir",2012,3108,4450,283,1718,15514
"Olequa_Above Weir",2012,1441,999,434,1197,3934
"Ostrander_Above Weir",2012,124,65,34,115,267
"Green",2012,736,157,491,714,1071
"Upper NF Toutle",2012,137,11,117,137,160
"NF_MS Toutle",2012,718,430,287,597,1699
"SF Toutle",2012,2152,676,1185,2036,3697
"Coweeman",2012,3636,804,2269,3545,5730
"Kalama",2012,47,25,16,42,104
"Lower Lewis",2012,491,284,159,428,1348
"Upper NF Lewis",2012,33,5,24,33,44
"Cedar",2012,1089,126,879,1080,1365
"EF Lewis",2012,3053,1088,1628,2797,5848
"Salmon Creek",2012,1106,552,430,1020,2587
"Washougal",2012,422,119,232,410,709
"Lower Gorge",2012,512,163,256,495,898
"Duncan_Above Weir",2012,66,17,39,63,103
"Grays_Chinook",2013,856,218,553,831,1382
"Elochoman_Skamokawa",2013,892,232,509,863,1390
"Abernathy",2013,426,59,325,418,553
"Abernathy_Above AFTC",2013,270,39,206,266,352
"Mill",2013,161,36,102,157,242
"Germany",2013,182,35,121,179,256
"Coal",2013,229,282,21,135,1134
"Upper Cowlitz and Cispus",2013,13,3,8,13,19
"Tilton",2013,2650,52,2546,2649,2755
"Lower Cowlitz",2013,1833,649,890,1752,3427
"Delameter_Above Weir",2013,230,41,169,225,330
"Lacamas_Above Weir",2013,4895,8917,1044,3344,17101
"Olequa_Above Weir",2013,1372,358,862,1312,2256
"Ostrander_Above Weir",2013,149,49,80,140,290
"Green",2013,1267,274,854,1211,1913
"Upper NF Toutle",2013,364,19,328,363,400
"NF_MS Toutle",2013,982,532,389,848,2340
"SF Toutle",2013,3348,1222,1830,3170,6057
"Coweeman",2013,4152,872,2885,4061,6145
"Kalama",2013,55,25,19,50,118
"Lower Lewis",2013,502,264,161,453,1132
"Upper NF Lewis",2013,34,5,24,33,45
"Cedar",2013,920,84,750,921,1083
"EF Lewis",2013,2625,895,1434,2489,4618
"Salmon Creek",2013,1353,665,613,1206,3231
"Washougal",2013,468,140,262,448,849
"Lower Gorge",2013,711,208,398,680,1218
"Duncan_Above Weir",2013,22,4,15,22,32
"Grays_Chinook",2014,2811,602,1886,2757,4276
"Elochoman_Skamokawa",2014,3775,870,2448,3620,5733
"Abernathy",2014,1063,100,880,1063,1261
"Abernathy_Above AFTC",2014,875,71,745,874,1020
"Mill",2014,1106,107,895,1099,1331
"Germany",2014,589,62,480,587,718
"Coal",2014,744,1351,58,421,3825
"Upper Cowlitz and Cispus",2014,6844,82,6687,6841,7009
"Tilton",2014,8912,93,8732,8908,9095
"Lower Cowlitz",2014,5010,1637,2584,4833,8532
"Delameter_Above Weir",2014,758,50,669,755,860
"Lacamas_Above Weir",2014,10726,978,9143,10649,12727
"Olequa_Above Weir",2014,8074,1091,6305,7921,10657
"Ostrander_Above Weir",2014,1026,108,836,1022,1249
"Green",2014,2850,534,1949,2779,4075
"Upper NF Toutle",2014,108,10,90,109,129
"NF_MS Toutle",2014,2672,1364,1175,2383,5252
"SF Toutle",2014,11004,4843,5820,9828,22915
"Coweeman",2014,7955,1859,4706,7932,12213
"Kalama",2014,160,76,50,146,355
"Lower Lewis",2014,1270,688,423,1152,2699
"Upper NF Lewis",2014,692,26,644,691,747
"Cedar",2014,3187,395,2504,3165,3965
"EF Lewis",2014,4282,1434,2003,4095,7442
"Salmon Creek",2014,3773,1602,1545,3455,7518
"Washougal",2014,1001,367,409,964,1881
"Lower Gorge",2014,1886,609,918,1806,3374
"Duncan_Above Weir",2014,48,7,36,48,62
"Grays_Chinook",2015,340,96,166,337,530
"Elochoman_Skamokawa",2015,396,140,181,379,733
"Abernathy",2015,282,43,212,276,367
"Abernathy_Above AFTC",2015,157,25,116,155,207
"Mill",2015,245,40,178,241,333
"Germany",2015,179,33,126,177,252
"Coal",2015,118,136,10,76,528
"Upper Cowlitz and Cispus",2015,373,19,337,373,409
"Tilton",2015,1361,35,1293,1360,1437
"Lower Cowlitz",2015,1004,284,563,976,1665
"Delameter_Above Weir",2015,114,16,87,112,148
"Lacamas_Above Weir",2015,831,298,427,786,1507
"Olequa_Above Weir",2015,590,183,324,569,994
"Ostrander_Above Weir",2015,117,22,80,114,163
"Green",2015,431,109,232,427,678
"Upper NF Toutle",2015,85,10,65,85,104
"NF_MS Toutle",2015,415,208,168,370,994
"SF Toutle",2015,1730,605,906,1604,3179
"Coweeman",2015,1335,332,767,1312,2066
"Kalama",2015,31,15,9,29,70
"Lower Lewis",2015,213,139,60,186,536
"Upper NF Lewis",2015,112,10,92,111,132
"Cedar",2015,742,125,535,726,1028
"EF Lewis",2015,536,213,216,507,1038
"Salmon Creek",2015,725,311,274,668,1472
"Washougal",2015,170,65,69,163,309
"Lower Gorge",2015,380,102,221,367,603
"Duncan_Above Weir",2015,10,3,5,10,17
"Grays_Chinook",2016,670,172,377,660,1041
"Elochoman_Skamokawa",2016,890,251,488,862,1470
"Abernathy",2016,558,57,456,558,686
"Abernathy_Above AFTC",2016,314,28,263,311,371
"Mill",2016,395,46,309,391,490
"Germany",2016,251,34,196,249,322
"Coal",2016,210,230,30,153,780
"Upper Cowlitz and Cispus",2016,910,30,854,910,972
"Tilton",2016,2627,54,2523,2629,2731
"Lower Cowlitz",2016,2063,612,1176,1946,3753
"Delameter_Above Weir",2016,183,24,141,180,235
"Lacamas_Above Weir",2016,1003,226,670,969,1549
"Olequa_Above Weir",2016,1308,601,592,1178,2794
"Ostrander_Above Weir",2016,207,27,161,204,265
"Green",2016,854,192,520,848,1340
"Upper NF Toutle",2016,531,22,489,529,575
"NF_MS Toutle",2016,582,257,229,536,1203
"SF Toutle",2016,2712,845,1551,2585,4634
"Coweeman",2016,3335,716,2217,3281,5083
"Kalama",2016,73,31,27,70,152
"Lower Lewis",2016,453,302,148,388,1280
"Upper NF Lewis",2016,1129,35,1058,1127,1195
"Cedar",2016,2082,480,1375,2006,3072
"EF Lewis",2016,1129,460,433,1069,2212
"Salmon Creek",2016,1584,644,647,1468,3225
"Washougal",2016,352,119,168,343,644
"Lower Gorge",2016,831,301,451,776,1654
"Duncan_Above Weir",2016,15,4,8,15,25
"Grays_Chinook",2017,456,136,230,448,796
"Elochoman_Skamokawa",2017,1071,303,607,1015,1728
"Abernathy",2017,340,43,256,337,426
"Abernathy_Above AFTC",2017,195,18,163,194,233
"Mill",2017,334,44,250,332,430
"Germany",2017,226,37,170,224,302
"Coal",2017,135,95,38,117,362
"Upper Cowlitz and Cispus",2017,5205,70,5073,5203,5333
"Tilton",2017,5187,73,5045,5191,5323
"Lower Cowlitz",2017,1586,525,851,1487,2799
"Delameter_Above Weir",2017,101,18,67,100,135
"Lacamas_Above Weir",2017,451,117,265,438,726
"Olequa_Above Weir",2017,637,274,272,596,1355
"Ostrander_Above Weir",2017,168,27,123,165,226
"Green",2017,618,122,393,615,877
"Upper NF Toutle",2017,39,6,28,39,53
"NF_MS Toutle",2017,302,158,89,275,718
"SF Toutle",2017,1293,427,590,1267,2243
"Coweeman",2017,2643,618,1576,2564,4108
"Kalama",2017,64,28,24,60,144
"Lower Lewis",2017,318,160,129,280,735
"Upper NF Lewis",2017,2208,45,2120,2208,2301
"Cedar",2017,2041,486,1261,1973,3111
"EF Lewis",2017,1598,599,854,1474,3114
"Salmon Creek",2017,1369,544,667,1238,2832
"Washougal",2017,296,103,146,282,552
"Lower Gorge",2017,560,202,242,537,1009
"Duncan_Above Weir",2017,23,7,12,22,39
"Grays_Chinook",2018,475,162,218,459,848
"Elochoman_Skamokawa",2018,1353,445,753,1258,2443
"Abernathy",2018,378,52,283,373,487
"Abernathy_Above AFTC",2018,196,29,146,193,259
"Mill",2018,274,43,195,270,372
"Germany",2018,364,51,274,360,476
"Coal",2018,124,33,67,121,197
"Upper Cowlitz and Cispus",2018,173,14,149,172,199
"Tilton",2018,1320,35,1257,1317,1387
"Lower Cowlitz",2018,1434,484,786,1346,2504
"Delameter_Above Weir",2018,130,18,99,128,171
"Lacamas_Above Weir",2018,552,93,411,535,779
"Olequa_Above Weir",2018,700,220,417,659,1214
"Ostrander_Above Weir",2018,102,23,61,100,150
"Green",2018,722,150,450,707,1070
"Upper NF Toutle",2018,3,2,1,3,7
"NF_MS Toutle",2018,281,161,68,258,692
"SF Toutle",2018,1279,446,587,1225,2232
"Coweeman",2018,2886,767,1677,2796,4556
"Kalama",2018,84,39,30,76,188
"Lower Lewis",2018,258,143,86,224,613
"Upper NF Lewis",2018,447,21,405,446,489
"Cedar",2018,2513,690,1493,2424,4103
"EF Lewis",2018,1810,595,950,1683,3265
"Salmon Creek",2018,1472,642,749,1350,3464
"Washougal",2018,333,125,157,312,599
"Lower Gorge",2018,630,224,324,592,1227
"Duncan_Above Weir",2018,13,5,7,12,27
"Grays_Chinook",2019,809,250,348,793,1366
"Elochoman_Skamokawa",2019,1995,550,1126,1912,3327
"Abernathy",2019,856,94,683,852,1041
"Abernathy_Above AFTC",2019,456,49,365,455,555
"Mill",2019,419,50,332,416,529
"Germany",2019,333,45,249,331,427
"Coal",2019,177,41,110,176,267
"Upper Cowlitz and Cispus",2019,3559,59,3442,3561,3674
"Tilton",2019,1560,39,1481,1562,1636
"Lower Cowlitz",2019,2403,723,1393,2319,3965
"Delameter_Above Weir",2019,156,28,109,155,214
"Lacamas_Above Weir",2019,214,33,166,208,300
"Olequa_Above Weir",2019,476,83,351,462,650
"Ostrander_Above Weir",2019,150,24,110,150,197
"Green",2019,1302,275,882,1260,1994
"Upper NF Toutle",2019,458,21,419,459,503
"NF_MS Toutle",2019,435,238,131,378,1031
"SF Toutle",2019,2506,743,1362,2413,4183
"Coweeman",2019,3780,871,2309,3711,5673
"Kalama",2019,151,73,62,135,344
"Lower Lewis",2019,338,224,80,277,880
"Upper NF Lewis",2019,1320,35,1248,1319,1391
"Cedar",2019,2564,885,1343,2397,4996
"EF Lewis",2019,2571,773,1368,2499,4296
"Salmon Creek",2019,1875,899,931,1666,4081
"Washougal",2019,601,197,314,566,1055
"Lower Gorge",2019,1164,411,650,1075,2094
"Duncan_Above Weir",2019,55,7,42,55,72
"Grays_Chinook",2020,1028,273,555,1019,1632
"Elochoman_Skamokawa",2020,2126,590,1210,2047,3535
"Abernathy",2020,753,108,556,747,966
"Abernathy_Above AFTC",2020,528,76,390,530,697
"Mill",2020,538,86,387,532,748
"Germany",2020,344,60,227,345,476
"Coal",2020,182,42,91,183,270
