"Population","Year","Mean","sd","lower 95% CI","Median","Upper 95%CI"
"Grays_Chinook",2010,0.456,0.042,0.377,0.456,0.541
"Elochoman_Skamokawa",2010,0.435,0.045,0.345,0.435,0.523
"Abernathy",2010,0.495,0.028,0.441,0.495,0.549
"Abernathy_Above AFTC",2010,0.485,0.03,0.427,0.484,0.544
"Mill",2010,0.484,0.03,0.424,0.485,0.543
"Germany",2010,0.485,0.028,0.43,0.485,0.542
"Coal",2010,0.476,0.055,0.372,0.475,0.586
"Upper Cowlitz and Cispus",2010,0.476,0.055,0.365,0.476,0.586
"Tilton",2010,0.476,0.055,0.37,0.476,0.585
"Lower Cowlitz",2010,0.519,0.053,0.42,0.519,0.621
"Delameter_Above Weir",2010,0.472,0.055,0.366,0.473,0.583
"Lacamas_Above Weir",2010,0.477,0.057,0.367,0.477,0.587
"Olequa_Above Weir",2010,0.471,0.051,0.37,0.471,0.57
"Ostrander_Above Weir",2010,0.479,0.055,0.371,0.479,0.585
"Green",2010,0.502,0.027,0.448,0.502,0.557
"Upper NF Toutle",2010,0.477,0.055,0.371,0.477,0.583
"NF_MS Toutle",2010,0.472,0.057,0.355,0.472,0.585
"SF Toutle",2010,0.443,0.036,0.372,0.444,0.512
"Coweeman",2010,0.457,0.038,0.381,0.457,0.531
"Kalama",2010,0.465,0.053,0.359,0.465,0.57
"Lower Lewis",2010,0.453,0.053,0.351,0.454,0.56
"Upper NF Lewis",2010,0.477,0.054,0.375,0.476,0.585
"Cedar",2010,0.412,0.04,0.335,0.413,0.492
"EF Lewis",2010,0.482,0.05,0.384,0.481,0.582
"Salmon Creek",2010,0.477,0.054,0.371,0.476,0.585
"Washougal",2010,0.442,0.049,0.345,0.441,0.538
"Lower Gorge",2010,0.503,0.045,0.414,0.503,0.592
"Duncan_Above Weir",2010,0.49,0.047,0.397,0.49,0.582
"Grays_Chinook",2011,0.447,0.051,0.345,0.447,0.547
"Elochoman_Skamokawa",2011,0.456,0.051,0.353,0.456,0.554
"Abernathy",2011,0.571,0.032,0.508,0.57,0.634
"Abernathy_Above AFTC",2011,0.56,0.032,0.498,0.56,0.623
"Mill",2011,0.56,0.033,0.497,0.56,0.624
"Germany",2011,0.559,0.033,0.493,0.56,0.622
"Coal",2011,0.476,0.057,0.366,0.476,0.589
"Upper Cowlitz and Cispus",2011,0.477,0.056,0.371,0.476,0.585
"Tilton",2011,0.476,0.055,0.37,0.476,0.583
"Lower Cowlitz",2011,0.473,0.054,0.366,0.472,0.581
"Delameter_Above Weir",2011,0.47,0.054,0.365,0.469,0.578
"Lacamas_Above Weir",2011,0.478,0.055,0.372,0.478,0.587
"Olequa_Above Weir",2011,0.471,0.054,0.368,0.471,0.579
"Ostrander_Above Weir",2011,0.475,0.055,0.369,0.474,0.586
"Green",2011,0.44,0.054,0.336,0.441,0.548
"Upper NF Toutle",2011,0.477,0.054,0.372,0.478,0.584
"NF_MS Toutle",2011,0.474,0.054,0.367,0.474,0.585
"SF Toutle",2011,0.448,0.054,0.342,0.447,0.553
"Coweeman",2011,0.51,0.041,0.433,0.51,0.591
"Kalama",2011,0.474,0.055,0.366,0.474,0.584
"Lower Lewis",2011,0.565,0.049,0.475,0.564,0.661
"Upper NF Lewis",2011,0.477,0.055,0.368,0.477,0.584
"Cedar",2011,0.427,0.047,0.338,0.428,0.519
"EF Lewis",2011,0.499,0.051,0.401,0.498,0.6
"Salmon Creek",2011,0.486,0.054,0.381,0.485,0.593
"Washougal",2011,0.48,0.05,0.381,0.48,0.578
"Lower Gorge",2011,0.51,0.053,0.406,0.509,0.615
"Duncan_Above Weir",2011,0.512,0.045,0.424,0.511,0.6
"Grays_Chinook",2012,0.486,0.049,0.387,0.485,0.583
"Elochoman_Skamokawa",2012,0.47,0.053,0.364,0.47,0.577
"Abernathy",2012,0.465,0.03,0.406,0.465,0.524
"Abernathy_Above AFTC",2012,0.464,0.031,0.403,0.463,0.525
"Mill",2012,0.463,0.032,0.398,0.463,0.529
"Germany",2012,0.464,0.031,0.402,0.465,0.525
"Coal",2012,0.476,0.055,0.37,0.476,0.58
"Upper Cowlitz and Cispus",2012,0.476,0.057,0.363,0.477,0.586
"Tilton",2012,0.477,0.056,0.369,0.476,0.587
"Lower Cowlitz",2012,0.477,0.054,0.371,0.476,0.584
"Delameter_Above Weir",2012,0.478,0.056,0.371,0.478,0.586
"Lacamas_Above Weir",2012,0.476,0.056,0.367,0.475,0.587
"Olequa_Above Weir",2012,0.476,0.056,0.366,0.475,0.588
"Ostrander_Above Weir",2012,0.476,0.055,0.368,0.475,0.582
"Green",2012,0.476,0.048,0.382,0.476,0.572
"Upper NF Toutle",2012,0.477,0.055,0.371,0.477,0.586
"NF_MS Toutle",2012,0.486,0.053,0.382,0.485,0.591
"SF Toutle",2012,0.473,0.048,0.381,0.473,0.568
"Coweeman",2012,0.473,0.046,0.384,0.472,0.566
"Kalama",2012,0.477,0.051,0.378,0.477,0.576
"Lower Lewis",2012,0.451,0.051,0.353,0.451,0.549
"Upper NF Lewis",2012,0.476,0.055,0.371,0.477,0.585
"Cedar",2012,0.437,0.05,0.338,0.438,0.535
"EF Lewis",2012,0.478,0.046,0.392,0.477,0.57
"Salmon Creek",2012,0.469,0.052,0.366,0.469,0.569
"Washougal",2012,0.474,0.05,0.377,0.473,0.574
"Lower Gorge",2012,0.532,0.045,0.446,0.532,0.621
"Duncan_Above Weir",2012,0.448,0.05,0.349,0.448,0.546
"Grays_Chinook",2013,0.514,0.034,0.448,0.514,0.579
"Elochoman_Skamokawa",2013,0.497,0.045,0.411,0.497,0.587
