"Population","Year","Mean","sd","lower 95% CI","Median","Upper 95%CI"
"Grays_Chinook",2010,1913,877,836,1711,4095
"Elochoman_Skamokawa",2010,2498,792,1320,2377,4351
"Abernathy",2010,74,15,48,73,105
"Abernathy_Above AFTC",2010,37,20,11,33,85
"Mill",2010,37,28,9,30,107
"Germany",2010,29,20,7,24,81
"Coal",2010,23,20,4,17,75
"Upper Cowlitz and Cispus",2010,19304,275,18741,19313,19819
"Tilton",2010,2037,146,1735,2043,2300
"Lower Cowlitz",2010,327,293,34,243,1105
"Delameter_Above Weir",2010,22,54,0,6,156
"Lacamas_Above Weir",2010,1313,5647,4,201,9205
"Olequa_Above Weir",2010,205,200,23,147,762
"Ostrander_Above Weir",2010,61,101,2,30,310
"Green",2010,1913,396,1266,1874,2841
"Upper NF Toutle",2010,0,0,0,0,2
"NF_MS Toutle",2010,491,1068,14,201,2558
"SF Toutle",2010,507,222,212,466,1043
"Coweeman",2010,410,167,165,383,803
"Kalama",2010,2139,2270,432,1515,7503
"Lower Lewis",2010,119,134,11,78,470
"Upper NF Lewis",2010,0,0,0,0,0
"Cedar",2010,691,73,560,689,844
"EF Lewis",2010,481,274,131,428,1183
"Salmon Creek",2010,318,695,4,102,2147
"Washougal",2010,512,254,185,455,1162
"Lower Gorge",2010,205,104,75,182,469
"Duncan_Above Weir",2010,2,2,0,1,7
"Grays_Chinook",2011,4663,2386,1785,4136,10739
"Elochoman_Skamokawa",2011,1040,359,501,977,1910
"Abernathy",2011,61,14,37,59,89
"Abernathy_Above AFTC",2011,43,22,16,39,96
"Mill",2011,37,28,9,31,110
"Germany",2011,34,26,7,27,101
"Coal",2011,31,46,3,20,118
"Upper Cowlitz and Cispus",2011,11782,254,11255,11791,12254
"Tilton",2011,4354,229,3871,4365,4772
"Lower Cowlitz",2011,237,230,23,167,847
"Delameter_Above Weir",2011,7,14,0,3,41
"Lacamas_Above Weir",2011,720,2502,4,145,5308
"Olequa_Above Weir",2011,82,110,5,48,361
"Ostrander_Above Weir",2011,25,63,0,9,133
"Green",2011,108,71,22,91,286
