"Population","Year","Mean","sd","lower 95% CI","Median","Upper 95%CI"
"EF Lewis",2014,962,590,267,820,2470
"Salmon Creek",2014,87,98,6,58,360
"Washougal",2014,2197,1007,873,2016,4672
"Lower Gorge",2014,702,382,220,609,1749
"Duncan_Above Weir",2014,2,1,1,2,6
"Grays_Chinook",2015,346,204,122,289,940
"Elochoman_Skamokawa",2015,256,120,92,235,556
"Abernathy",2015,22,9,10,21,43
"Abernathy_Above AFTC",2015,18,7,9,17,35
"Mill",2015,19,9,7,17,39
"Germany",2015,15,7,6,14,30
"Coal",2015,224,1254,0,7,1988
"Upper Cowlitz and Cispus",2015,922,42,834,926,1000
"Tilton",2015,1531,96,1318,1532,1709
"Lower Cowlitz",2015,195,205,13,117,750
"Delameter_Above Weir",2015,8,4,2,7,17
"Lacamas_Above Weir",2015,31,36,3,20,115
"Olequa_Above Weir",2015,38,28,7,31,112
"Ostrander_Above Weir",2015,11,6,3,10,25
"Green",2015,344,155,123,312,715
"Upper NF Toutle",2015,0,0,0,0,0
"NF_MS Toutle",2015,894,640,225,711,2701
"SF Toutle",2015,1639,703,688,1473,3366
"Coweeman",2015,322,138,122,299,646
"Kalama",2015,215,107,79,189,498
"Lower Lewis",2015,108,96,10,82,344
"Upper NF Lewis",2015,3613,61,3501,3611,3736
"Cedar",2015,44,30,8,36,120
"EF Lewis",2015,149,107,27,121,447
"Salmon Creek",2015,35,51,2,19,158
"Washougal",2015,284,150,83,260,672
"Lower Gorge",2015,60,46,11,47,187
"Duncan_Above Weir",2015,1,1,0,0,2
"Grays_Chinook",2016,904,303,471,864,1731
"Elochoman_Skamokawa",2016,501,251,177,445,1081
"Abernathy",2016,83,16,56,82,121
"Abernathy_Above AFTC",2016,47,9,32,47,65
"Mill",2016,58,13,37,57,86
"Germany",2016,36,8,22,35,56
"Coal",2016,209,1479,0,15,920
"Upper Cowlitz and Cispus",2016,8826,235,8320,8834,9218
"Tilton",2016,4265,224,3777,4271,4654
"Lower Cowlitz",2016,420,383,47,296,1491
"Delameter_Above Weir",2016,32,11,15,31,56
"Lacamas_Above Weir",2016,11,11,1,8,41
"Olequa_Above Weir",2016,39,34,4,28,146
"Ostrander_Above Weir",2016,11,6,3,10,25
"Green",2016,2625,626,1643,2536,3987
"Upper NF Toutle",2016,0,0,0,0,1
"NF_MS Toutle",2016,701,564,139,557,1995
"SF Toutle",2016,807,420,305,725,1793
"Coweeman",2016,638,339,195,585,1425
"Kalama",2016,156,104,26,127,417
"Lower Lewis",2016,252,187,54,200,768
"Upper NF Lewis",2016,5676,74,5537,5677,5831
"Cedar",2016,192,87,84,169,394
"EF Lewis",2016,684,580,147,534,1920
"Salmon Creek",2016,133,166,5,75,692
"Washougal",2016,844,336,386,791,1627
"Lower Gorge",2016,74,52,14,64,178
"Duncan_Above Weir",2016,1,1,0,1,3
"Grays_Chinook",2017,910,384,372,846,1859
"Elochoman_Skamokawa",2017,372,255,49,308,1017
"Abernathy",2017,30,9,16,30,51
"Abernathy_Above AFTC",2017,18,5,10,18,27
"Mill",2017,30,9,16,29,51
"Germany",2017,20,6,11,19,37
"Coal",2017,64,181,0,15,375
"Upper Cowlitz and Cispus",2017,6417,173,6072,6417,6721
"Tilton",2017,5209,160,4836,5232,5482
"Lower Cowlitz",2017,920,780,107,697,2930
"Delameter_Above Weir",2017,15,7,5,14,29
"Lacamas_Above Weir",2017,4,4,0,3,16
"Olequa_Above Weir",2017,24,24,3,17,90
"Ostrander_Above Weir",2017,18,9,5,16,40
"Green",2017,155,83,38,139,358
"Upper NF Toutle",2017,0,0,0,0,0
"NF_MS Toutle",2017,228,290,16,135,1088
"SF Toutle",2017,152,131,16,116,531
"Coweeman",2017,415,311,43,322,1141
"Kalama",2017,156,192,13,112,613
"Lower Lewis",2017,161,113,44,129,470
"Upper NF Lewis",2017,4544,64,4418,4544,4677
"Cedar",2017,369,152,157,349,746
"EF Lewis",2017,994,479,297,913,2210
"Salmon Creek",2017,202,189,17,135,695
"Washougal",2017,849,313,431,791,1670
"Lower Gorge",2017,114,106,17,86,365
"Duncan_Above Weir",2017,2,2,0,2,7
"Grays_Chinook",2018,1122,705,461,970,2468
"Elochoman_Skamokawa",2018,949,432,333,866,1975
"Abernathy",2018,67,16,37,65,101
"Abernathy_Above AFTC",2018,33,9,19,32,52
"Mill",2018,50,15,28,48,82
"Germany",2018,70,19,40,68,115
"Coal",2018,31,40,0,15,139
"Upper Cowlitz and Cispus",2018,5794,115,5573,5802,6002
"Tilton",2018,3109,120,2868,3116,3320
"Lower Cowlitz",2018,253,269,19,153,1036
"Delameter_Above Weir",2018,21,9,8,20,43
"Lacamas_Above Weir",2018,4,5,0,3,15
"Olequa_Above Weir",2018,35,29,5,26,105
"Ostrander_Above Weir",2018,14,8,3,12,30
"Green",2018,212,143,42,182,561
"Upper NF Toutle",2018,0,0,0,0,0
"NF_MS Toutle",2018,210,248,15,138,929
"SF Toutle",2018,145,162,13,98,591
"Coweeman",2018,1471,1035,144,1284,3860
"Kalama",2018,174,111,40,146,461
"Lower Lewis",2018,462,443,90,337,1634
"Upper NF Lewis",2018,6223,78,6077,6224,6391
"Cedar",2018,884,436,330,806,1966
"EF Lewis",2018,306,191,79,270,819
"Salmon Creek",2018,199,156,36,161,586
"Washougal",2018,815,398,305,717,1801
"Lower Gorge",2018,195,130,45,171,516
"Duncan_Above Weir",2018,1,1,0,1,3
"Grays_Chinook",2019,1133,583,366,1038,2326
"Elochoman_Skamokawa",2019,1181,492,408,1122,2322
"Abernathy",2019,335,50,242,334,435
"Abernathy_Above AFTC",2019,178,26,129,176,231
"Mill",2019,154,24,112,154,203
"Germany",2019,124,21,86,122,169
"Coal",2019,51,62,0,27,203
"Upper Cowlitz and Cispus",2019,6145,142,5847,6153,6389
"Tilton",2019,5618,187,5221,5622,5977
"Lower Cowlitz",2019,191,200,12,122,783
"Delameter_Above Weir",2019,32,14,11,30,64
"Lacamas_Above Weir",2019,3,3,0,2,10
"Olequa_Above Weir",2019,21,18,3,16,71
"Ostrander_Above Weir",2019,35,10,19,34,58
"Green",2019,293,156,82,257,673
"Upper NF Toutle",2019,0,0,0,0,0
"NF_MS Toutle",2019,413,458,62,292,1738
"SF Toutle",2019,320,190,74,285,860
"Coweeman",2019,1370,623,469,1264,2766
"Kalama",2019,213,254,31,123,957
"Lower Lewis",2019,417,381,51,282,1460
"Upper NF Lewis",2019,4002,64,3879,4006,4116
"Cedar",2019,534,291,140,473,1313
"EF Lewis",2019,262,190,51,208,723
"Salmon Creek",2019,224,170,38,181,677
"Washougal",2019,757,317,325,701,1563
"Lower Gorge",2019,438,232,130,388,1008
"Duncan_Above Weir",2019,2,1,0,2,5
"Grays_Chinook",2020,791,409,253,728,1655
"Elochoman_Skamokawa",2020,619,380,124,525,1558
"Abernathy",2020,91,57,18,80,211
"Abernathy_Above AFTC",2020,71,44,16,62,175
"Mill",2020,83,55,18,70,227
"Germany",2020,53,30,11,47,120
"Coal",2020,51,59,0,30,205
"Upper Cowlitz and Cispus",2020,12326,216,11894,12327,12695
"Tilton",2020,10797,266,10270,10808,11286
"Lower Cowlitz",2020,216,392,8,120,936
"Delameter_Above Weir",2020,49,20,19,45,91
"Lacamas_Above Weir",2020,46,23,15,42,94
"Olequa_Above Weir",2020,84,52,21,72,219
"Ostrander_Above Weir",2020,16,9,5,14,39
"Green",2020,262,109,105,245,495
"Upper NF Toutle",2020,0,0,0,0,0
"NF_MS Toutle",2020,226,230,30,161,675
"SF Toutle",2020,181,120,38,153,482
"Coweeman",2020,998,519,271,903,2415
"Kalama",2020,782,401,288,699,1850
"Lower Lewis",2020,583,557,88,421,1955
"Upper NF Lewis",2020,4616,68,4476,4619,4741
"Cedar",2020,3072,726,1907,3026,4739
"EF Lewis",2020,290,197,49,243,771
"Salmon Creek",2020,254,211,49,201,813
"Washougal",2020,1464,537,713,1366,2707
"Lower Gorge",2020,154,146,18,110,496
"Duncan_Above Weir",2020,0,1,0,0,2
"Grays_Chinook",2021,1564,400,964,1505,2576
"Elochoman_Skamokawa",2021,1603,473,967,1526,2667
"Abernathy",2021,144,49,71,138,255
"Abernathy_Above AFTC",2021,99,31,48,95,165
"Mill",2021,87,30,42,83,160
"Germany",2021,42,15,19,39,77
"Coal",2021,60,61,0,45,213
"Upper Cowlitz and Cispus",2021,19715,247,19246,19718,20153
"Tilton",2021,8510,425,7700,8558,9295
"Lower Cowlitz",2021,284,248,52,229,856
"Delameter_Above Weir",2021,71,17,40,68,108
"Lacamas_Above Weir",2021,68,32,23,64,153
"Olequa_Above Weir",2021,556,284,173,499,1254
"Ostrander_Above Weir",2021,178,34,123,176,253
"Green",2021,159,74,55,149,333
"Upper NF Toutle",2021,0,0,0,0,0
"NF_MS Toutle",2021,400,344,46,291,1322
"SF Toutle",2021,371,166,145,342,785
"Coweeman",2021,1315,517,537,1245,2548
"Kalama",2021,814,475,278,682,2109
"Lower Lewis",2021,933,1101,146,670,3455
"Upper NF Lewis",2021,6255,80,6104,6257,6409
"Cedar",2021,494,149,259,477,860
"EF Lewis",2021,383,184,146,343,859
"Salmon Creek",2021,109,115,13,70,454
"Washougal",2021,180,99,51,159,455
"Lower Gorge",2021,94,67,21,76,294
"Duncan_Above Weir",2021,1,2,0,1,6
"Grays_Chinook",2022,767,417,234,677,1821
"Elochoman_Skamokawa",2022,224,140,54,189,569
"Abernathy",2022,324,100,174,311,563
"Abernathy_Above AFTC",2022,223,72,108,216,378
"Mill",2022,188,61,94,180,320
"Germany",2022,170,59,83,163,307
"Coal",2022,302,218,0,338,698
"Upper Cowlitz and Cispus",2022,11866,287,11291,11878,12325
"Tilton",2022,9031,395,8217,9022,9770
"Lower Cowlitz",2022,318,402,13,177,1596
"Delameter_Above Weir",2022,32,13,12,31,59
"Lacamas_Above Weir",2022,10,6,2,9,24
"Olequa_Above Weir",2022,432,235,132,370,1081
"Ostrander_Above Weir",2022,57,14,34,55,87
"Green",2022,243,134,63,219,568
"Upper NF Toutle",2022,0,0,0,0,0
"NF_MS Toutle",2022,307,331,23,195,1114
"SF Toutle",2022,347,256,59,279,924
"Coweeman",2022,529,279,171,463,1248
"Kalama",2022,379,207,148,329,903
"Lower Lewis",2022,1860,1396,404,1414,5742
"Upper NF Lewis",2022,5805,72,5660,5808,5944
"Cedar",2022,714,106,544,705,928
"EF Lewis",2022,362,207,82,325,929
"Salmon Creek",2022,119,114,10,87,383
"Washougal",2022,526,255,200,467,1100
"Lower Gorge",2022,316,203,54,279,826
"Duncan_Above Weir",2022,1,2,0,0,4
"Grays_Chinook",2023,519,297,172,451,1194
"Elochoman_Skamokawa",2023,324,185,69,289,700
"Abernathy",2023,195,61,89,190,327
"Abernathy_Above AFTC",2023,133,44,61,126,231
"Mill",2023,129,41,63,124,220
"Germany",2023,103,36,47,99,180
"Coal",2023,75,67,0,65,222
"Upper Cowlitz and Cispus",2023,6674,549,5351,6800,7387
"Tilton",2023,6894,989,4627,7095,8413
"Lower Cowlitz",2023,264,423,3,129,1306
"Delameter_Above Weir",2023,114,28,68,111,168
"Lacamas_Above Weir",2023,32,26,4,26,103
"Olequa_Above Weir",2023,513,181,260,485,950
"Ostrander_Above Weir",2023,355,68,237,348,513
"Green",2023,333,133,145,311,621
"Upper NF Toutle",2023,0,0,0,0,0
"NF_MS Toutle",2023,221,230,26,154,882
"SF Toutle",2023,516,248,189,458,1055
"Coweeman",2023,511,290,106,457,1167
"Kalama",2023,352,192,119,308,872
"Lower Lewis",2023,6074,12563,404,3197,27841
"Upper NF Lewis",2023,4719,72,4583,4719,4855
"Cedar",2023,1138,219,818,1091,1717
"EF Lewis",2023,376,197,110,341,816
"Salmon Creek",2023,200,239,15,124,797
"Washougal",2023,240,180,42,196,670
"Lower Gorge",2023,118,160,7,67,486
"Duncan_Above Weir",2023,0,1,0,0,2
