"Population","Year","Mean","sd","lower 95% CI","Median","Upper 95%CI"
"Salmon Creek",2015,48,76,1,22,255
"Washougal",2015,267,99,120,252,504
"Lower Gorge",2015,58,42,9,47,168
"Duncan_Above Weir",2015,2,2,0,2,7
"Grays_Chinook",2016,951,276,489,925,1551
"Elochoman_Skamokawa",2016,517,225,176,484,1047
"Abernathy",2016,80,16,51,79,115
"Abernathy_Above AFTC",2016,46,9,31,45,65
"Mill",2016,53,11,34,53,78
"Germany",2016,37,8,23,36,55
"Upper Cowlitz and Cispus",2016,8832,253,8292,8846,9290
"Tilton",2016,4310,231,3830,4323,4725
"Lower Cowlitz",2016,379,357,26,270,1328
"Delameter_Above Weir",2016,45,15,21,44,78
"Lacamas_Above Weir",2016,11,12,1,7,43
"Olequa_Above Weir",2016,60,67,4,39,233
"Ostrander_Above Weir",2016,12,7,2,10,31
"Green",2016,1971,466,1245,1904,3056
"Upper NF Toutle",2016,0,0,0,0,1
"NF_MS Toutle",2016,664,457,145,558,1828
"SF Toutle",2016,835,396,305,756,1806
"Coweeman",2016,589,307,158,531,1352
"Kalama",2016,229,121,55,209,524
"Lower Lewis",2016,234,162,58,196,628
"Upper NF Lewis",2016,5681,75,5536,5680,5829
"Cedar",2016,401,205,112,362,898
"EF Lewis",2016,917,488,214,834,2065
"Salmon Creek",2016,182,238,6,99,838
"Washougal",2016,763,246,399,724,1355
"Lower Gorge",2016,72,52,13,59,208
"Duncan_Above Weir",2016,3,3,0,2,10
"Grays_Chinook",2017,931,253,505,906,1496
"Elochoman_Skamokawa",2017,317,206,52,275,820
"Abernathy",2017,29,8,15,28,48
"Abernathy_Above AFTC",2017,17,5,10,17,27
"Mill",2017,20,6,10,19,33
"Germany",2017,29,8,15,28,47
"Upper Cowlitz and Cispus",2017,6428,170,6080,6436,6744
"Tilton",2017,5228,155,4903,5236,5510
"Lower Cowlitz",2017,667,494,74,554,1895
"Delameter_Above Weir",2017,16,9,4,14,37
"Lacamas_Above Weir",2017,4,5,0,2,17
"Olequa_Above Weir",2017,24,25,2,17,89
"Ostrander_Above Weir",2017,20,11,5,18,46
"Green",2017,172,95,43,154,402
"Upper NF Toutle",2017,0,0,0,0,0
"NF_MS Toutle",2017,340,317,26,258,1118
"SF Toutle",2017,189,191,15,128,704
"Coweeman",2017,318,258,35,247,991
"Kalama",2017,177,105,31,159,431
"Lower Lewis",2017,162,108,40,136,429
"Upper NF Lewis",2017,4544,67,4413,4543,4678
"Cedar",2017,555,331,108,491,1350
"EF Lewis",2017,837,376,310,772,1721
"Salmon Creek",2017,288,265,25,210,1024
"Washougal",2017,705,221,380,670,1239
"Lower Gorge",2017,131,106,16,103,399
"Duncan_Above Weir",2017,5,4,1,4,15
"Grays_Chinook",2018,981,269,519,957,1566
"Elochoman_Skamokawa",2018,685,314,211,640,1427
"Abernathy",2018,64,17,36,63,102
"Abernathy_Above AFTC",2018,32,9,18,31,52
"Mill",2018,45,12,24,44,73
"Germany",2018,64,17,35,63,102
"Upper Cowlitz and Cispus",2018,5827,103,5614,5832,6019
"Tilton",2018,3151,115,2907,3157,3360
"Lower Cowlitz",2018,304,353,11,181,1299
"Delameter_Above Weir",2018,23,12,6,20,51
"Lacamas_Above Weir",2018,4,5,0,2,17
"Olequa_Above Weir",2018,23,29,1,14,103
"Ostrander_Above Weir",2018,14,9,3,12,37
"Green",2018,198,129,32,169,519
"Upper NF Toutle",2018,0,0,0,0,0
"NF_MS Toutle",2018,289,267,22,214,1005
"SF Toutle",2018,169,192,9,105,696
"Coweeman",2018,766,661,65,569,2497
"Kalama",2018,207,105,60,188,460
"Lower Lewis",2018,313,198,87,269,800
"Upper NF Lewis",2018,6219,79,6066,6217,6379
"Cedar",2018,442,403,35,321,1539
"EF Lewis",2018,270,167,63,232,695
"Salmon Creek",2018,295,209,53,245,818
"Washougal",2018,738,255,357,697,1345
"Lower Gorge",2018,170,99,44,149,409
"Duncan_Above Weir",2018,2,2,0,1,7
"Grays_Chinook",2019,1259,506,375,1229,2368
"Elochoman_Skamokawa",2019,914,404,298,856,1850
"Abernathy",2019,304,46,221,301,402
"Abernathy_Above AFTC",2019,165,25,120,163,217
"Mill",2019,144,24,101,142,195
"Germany",2019,116,20,82,114,158
"Upper Cowlitz and Cispus",2019,6163,151,5846,6170,6439
"Tilton",2019,5666,175,5297,5674,5986
"Lower Cowlitz",2019,182,218,5,109,769
"Delameter_Above Weir",2019,45,28,7,39,112
"Lacamas_Above Weir",2019,2,2,0,1,9
"Olequa_Above Weir",2019,14,15,1,9,57
"Ostrander_Above Weir",2019,34,12,15,33,62
"Green",2019,259,147,62,232,625
"Upper NF Toutle",2019,0,0,0,0,1
"NF_MS Toutle",2019,407,353,62,312,1331
"SF Toutle",2019,287,203,53,239,807
"Coweeman",2019,1396,625,465,1298,2868
"Kalama",2019,362,221,68,323,890
"Lower Lewis",2019,407,297,72,335,1174
"Upper NF Lewis",2019,4002,64,3878,4001,4127
"Cedar",2019,425,346,48,332,1348
"EF Lewis",2019,248,189,36,199,731
"Salmon Creek",2019,441,361,60,345,1395
"Washougal",2019,929,347,430,870,1752
"Lower Gorge",2019,379,206,109,341,885
"Duncan_Above Weir",2019,4,3,0,3,11
"Grays_Chinook",2020,881,528,151,783,2122
"Elochoman_Skamokawa",2020,359,312,28,273,1170
"Abernathy",2020,76,63,7,58,239
"Abernathy_Above AFTC",2020,55,44,5,43,171
"Mill",2020,58,47,6,45,180
"Germany",2020,39,32,4,30,122
"Upper Cowlitz and Cispus",2020,11607,1037,8896,11830,12928
"Tilton",2020,9276,1428,5903,9491,11460
"Lower Cowlitz",2020,275,496,1,89,1656
"Delameter_Above Weir",2020,76,42,15,70,175
"Lacamas_Above Weir",2020,17,19,0,10,70
"Olequa_Above Weir",2020,55,44,7,44,174
"Ostrander_Above Weir",2020,19,17,2,14,63
"Green",2020,267,119,97,246,555
"Upper NF Toutle",2020,0,0,0,0,0
"NF_MS Toutle",2020,220,275,10,137,952
"SF Toutle",2020,98,112,6,62,389
"Coweeman",2020,876,525,186,774,2176
"Kalama",2020,690,374,258,607,1592
"Lower Lewis",2020,493,399,68,393,1511
"Upper NF Lewis",2020,4614,68,4482,4614,4747
"Cedar",2020,1003,380,433,949,1887
"EF Lewis",2020,252,233,20,185,884
"Salmon Creek",2020,613,508,84,477,1905
"Washougal",2020,1373,562,627,1260,2766
"Lower Gorge",2020,201,209,12,136,754
"Duncan_Above Weir",2020,2,3,0,1,11
